AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,Important,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,5,0,,09/09/2008,100,51452,unknown,2015-05-15T08:42:41.500,2012-06-15T13:08:27.477,Mark Biek,610159,0,1,11,java,Best practice for Java IPC,10,,
Yes,5,0,,09/09/2008,100,51502,unknown,2010-06-16T15:40:49.153,,Konrad Rudolph,0,5342,1,2,python,Improving Python readability?,10,,
Yes,5,0,,09/09/2008,100,51520,unknown,2015-08-05T04:44:44.010,2012-08-18T22:49:54.817,travis,319931,974,1,249,python,How to get an absolute file path in Python,100,,
Yes,5,0,,09/09/2008,100,51526,unknown,2015-08-16T11:00:54.203,2015-06-02T10:31:15.140,Greg Hurlman,1155650,3989,1,47,c#,Changing the value of an element in a list of structs,10,,
No,5,0,,09/09/2008,100,51548,unknown,2009-02-08T22:58:23.030,2008-09-09T10:51:27.503,Mark Biek,342,342,1,3,c++,Finding unused files in a project,10,,
Yes,15,0,,09/09/2008,100,51553,unknown,2011-11-20T13:46:14.313,2011-11-20T13:46:14.313,Joel Coehoorn,1288,5357,1,11,python,Why are SQL aggregate functions so much slower than Python and Java (or Poor Man's OLAP),10,,
Yes,15,0,2015-01-08T20:38:21.043,09/09/2008,1000,51574,unknown,2015-05-03T01:41:31.733,2013-12-07T12:47:57.057,David,226469,5346,1,241,java,Good Java graph algorithm library?,100,,
Yes,5,0,,09/09/2008,100,51582,unknown,2014-09-30T21:26:22.953,2014-09-30T21:26:22.953,SutekhNaeblis,22769,1666,1,20,java,Java Generics: Comparing the class of Object o to <E>,10,,
Yes,5,0,,09/09/2008,100,51586,unknown,2011-11-19T03:46:07.070,2011-11-19T03:46:07.070,Tristan Juricek,54680,2597,1,2,c#,Accessing non-generic members of a generic object,10,,
Yes,5,0,,09/09/2008,100,51592,unknown,2015-12-22T19:57:52.877,2014-01-06T05:20:01.333,Kevin Fairchild,1009479,1688440,1,11,c++,"Is there a need to destroy char * = ""string"" or char * = new char[6]",10,,
Yes,5,0,,09/09/2008,100,51645,unknown,2012-10-05T19:05:56.897,,Outlaw Programmer,0,5019,1,5,c#,How to discover USB storage devices and writable CD/DVD drives (C#),10,,
Yes,5,0,,09/09/2008,100,51654,unknown,2008-09-19T01:15:24.963,,mmattax,0,4723,1,2,c#,(N)Hibernate - is it possible to dynamically map multiple tables to the one class,10,,
No,5,0,,09/09/2008,100,51658,unknown,2015-06-07T17:39:59.617,,hop,0,0,1,52,python,Cross-platform space remaining on volume using python,10,,
No,15,0,,09/09/2008,1000,51667,unknown,2015-12-06T19:31:48.433,2014-06-06T22:02:23.793,guillermooo,463758,5109,1,228,c++,Best Tips for documenting code using doxygen?,50,,
Yes,5,0,,09/09/2008,100,51687,unknown,2008-09-11T11:07:58.897,2008-09-09T14:28:52.003,hop,379,379,1,4,c++,Lightbox style dialogs in MFC App,10,,
Yes,5,0,,09/09/2008,100,51700,unknown,2008-09-09T12:45:14.327,,Manu,0,5363,1,0,c#,Property default values using Properties.Settings.Default,10,,
Yes,5,0,,09/09/2008,100,51741,unknown,2015-04-09T23:15:16.273,2015-04-09T23:15:16.273,Adam Davis,106769,4660,1,6,c#,Issue reading XML file into C# DataSet,10,,
Yes,5,0,,09/09/2008,100,51768,unknown,2012-11-16T18:43:40.417,2008-09-30T23:15:32.837,Deeno,2954,267,1,48,c#,Print stack trace information from C#,10,,
Yes,5,0,,09/09/2008,100,51782,unknown,2014-04-02T16:49:28.010,2008-11-02T02:03:24.843,hop,3850,2260,1,18,c#,How do I export the code documentation in C# / VisualStudio 2008?,10,,
No,15,0,,09/09/2008,1000,51786,unknown,2015-12-14T11:46:13.853,2015-04-21T12:28:52.870,Keith,1772,1772,1,361,java,How to generate UML diagrams (especially sequence diagrams) from Java code,100,,
No,5,0,,09/09/2008,100,51793,unknown,2014-03-21T15:07:35.477,2008-09-09T14:52:51.290,Joe Lencioni,1219,1219,1,11,c#,How can you set the SMTP envelope MAIL FROM using System.Net.Mail?,10,,
Yes,5,0,,09/09/2008,100,51859,unknown,2014-01-08T21:32:54.697,2014-01-08T21:32:54.697,Kevin Fairchild,1227469,4405,1,10,c++,Using Makefile instead of Solution/Project files under Visual Studio (2005),10,,
Yes,5,0,,09/09/2008,100,51898,unknown,2009-04-29T10:05:48.783,2008-09-25T11:17:34.783,jasonlaflair,615,3106,1,5,c#,Activating the main form of a single instance application,10,,
No,15,0,,09/09/2008,100,51948,unknown,2015-08-23T23:12:58.183,2008-09-09T17:42:28.607,travis,4880,4880,1,7,c++,Do you know of a good program for editing/translating resource (.rc) files?,10,,
Yes,15,0,,09/09/2008,100,51949,unknown,2016-02-16T12:58:58.293,2015-12-22T19:31:12.770,Keng,3552770,445087,1,47,c++,How to get file extension from string in C++,50,,
Yes,15,0,,09/09/2008,100,51964,unknown,2013-04-29T12:56:30.537,2010-06-18T16:40:55.707,Michał Piaskowski,347934,2757,1,7,c#,How do I remove items from the query string for redirection?,10,,
Yes,15,0,2011-04-12T18:45:10.553,09/09/2008,100,51988,unknown,2015-10-27T06:43:25.100,2012-08-03T12:03:24.000,Kevin,474193,654,1,78,android,What work has been done on cross-platform mobile development?,10,,
Yes,5,0,,09/09/2008,100,52072,unknown,2013-07-04T11:37:45.183,,splattne,0,5056,1,18,php,Inversion of Control Container for PHP?,10,,
Yes,5,0,,09/09/2008,100,52112,unknown,2008-09-09T15:10:48.907,,Stu Thompson,0,456684,1,4,java,Extracting SVN data with Java,10,,
Yes,5,0,,09/09/2008,100,52213,unknown,2009-11-28T16:44:28.480,2008-09-17T07:50:03.877,Greg Hurlman,2961,1000,1,12,html,Browser refresh behaviour,10,,
Yes,15,0,,09/09/2008,100,52312,unknown,2015-09-03T09:38:33.633,2015-09-03T09:38:33.633,grapefrukt,635809,4541,1,80,c#,What is the real overhead of try/catch in C#?,10,,
Yes,5,0,,09/09/2008,100,52313,unknown,2012-01-24T14:19:50.293,2008-09-09T17:11:52.847,travis,4144,4144,1,5,c#,C# switch: case not falling through to other cases limitation,10,,
Yes,5,0,,09/09/2008,100,52343,unknown,2008-09-23T22:18:50.687,2008-09-11T19:12:35.940,Luke,1650,1650,1,1,java,What is causing a JVMTI_ERROR_NULL_POINTER?,10,,
Yes,15,0,,09/09/2008,1000,52353,unknown,2015-12-16T23:58:19.637,2015-05-04T00:49:26.520,Paul,3614835,5074,1,349,java,"In Java, what is the best way to determine the size of an object?",100,,
Yes,5,0,,09/09/2008,100,52357,unknown,2014-08-08T14:42:52.013,2009-10-28T02:32:58.283,travis,4662,4662,1,31,c++,What is the point of clog?,10,,
Yes,5,0,,09/09/2008,100,52431,unknown,2008-10-16T14:57:34.753,,Ned Batchelder,0,44972,1,7,c++,"How do I draw text using OpenGL, SDL and C++?",10,,
Yes,5,0,,09/09/2008,100,52438,unknown,2011-10-11T22:11:56.297,2008-09-09T18:13:38.907,Orion Edwards,-1,1220,1,25,c#,Literal hashes in c#?,10,,
Yes,5,0,,09/09/2008,100,52449,unknown,2013-04-28T17:11:58.830,2013-04-28T17:07:47.733,travis,1012641,4140,1,4,c#,IQuery NHibernate - does it HAVE to be a list?,10,,
Yes,5,0,,09/09/2008,100,52506,unknown,2015-12-22T12:38:15.330,2015-12-22T12:34:45.503,Paul,3552770,4798,1,5,c++,C++ Template Ambiguity,10,,
Yes,5,0,,09/09/2008,100,52557,unknown,2013-08-02T01:38:49.903,2012-12-06T15:07:27.390,Chris Conway,3848,1277510,1,11,c++,profile-guided optimization (C),10,,
Yes,5,0,,09/09/2008,100,52561,unknown,2010-06-25T17:15:01.090,,travis,0,4808,1,3,html,iPhone browser tag and optimized web site,10,,
Yes,5,0,,09/09/2008,100,52563,unknown,2016-01-14T21:19:23.713,2008-09-09T19:28:24.250,jcarrascal,1968,1968,1,31,css,CSS: Textbox to Fill Parent Container,10,,
No,5,0,,09/09/2008,100,52583,unknown,2012-08-11T01:15:55.170,,1kevgriff,0,1085,1,11,mysql,Best tool for synchronizing MySQL databases,10,,
Yes,5,0,,09/09/2008,100,52646,unknown,2012-12-23T01:01:22.837,2008-09-09T19:21:48.633,Kevin,1581,1581,1,17,php,Best Practice: Legitimate Cross-Site Scripting,10,,
No,15,0,,09/09/2008,100,52652,unknown,2013-06-17T15:57:09.950,2012-05-31T12:09:07.023,Zack,473,473,1,131,python,Pretty graphs and charts in Python,100,,
No,5,0,,09/09/2008,100,52701,unknown,2008-10-22T17:42:30.907,,John Topley,0,3043,1,1,java,Building Apps for Motorola Cell Phone,10,,
Yes,5,0,,09/09/2008,100,52703,unknown,2015-06-05T17:39:50.357,2015-06-05T17:39:50.357,Porkchop D. Clown,4248328,2745,1,1,php,php is_dir returns true for non-existent folder,10,,
Yes,5,0,,09/09/2008,100,52714,unknown,2011-10-10T14:53:07.660,2008-09-18T22:57:49.427,Gaius,2328,2328,1,14,c++,STL vector vs map erase,10,,
Yes,5,0,,09/09/2008,100,52723,unknown,2009-03-03T16:06:06.740,,Nigel Campbell,0,2581,1,0,php,SQL Pagination,10,,
No,5,0,,09/09/2008,100,52772,unknown,2015-04-18T18:00:12.617,2011-11-14T02:08:02.577,travis,54680,5334,1,1,c++,Qt - Event handler,10,,
Yes,15,0,,09/09/2008,1000,52797,unknown,2015-10-20T11:54:06.927,2014-06-16T13:00:38.613,Pat,505893,5056,1,427,c#,How do I get the path of the assembly the code is in?,100,,
Yes,5,0,,09/09/2008,100,52806,unknown,2016-01-17T04:58:03.240,2015-09-24T17:50:21.897,Bill the Lizard,5030,5030,1,1,php,construct a complex SQL query (or queries),10,,
Yes,5,0,,09/09/2008,100,52873,unknown,2013-04-02T15:27:04.160,2013-04-02T15:27:04.160,travis,830691,2536,1,8,html,CSS overflow table row positioning,10,,
Yes,15,0,,09/09/2008,100,52874,unknown,2015-07-07T20:09:11.913,2008-11-03T13:28:28.017,Oli,23855,338,1,14,java,How do you keep the machine awake?,10,,
Yes,5,0,,09/09/2008,100,52924,unknown,2008-09-20T23:38:50.130,,travis,0,4636,1,3,css,Separating CSS deployment from rest of site,10,,
Yes,5,0,,09/09/2008,100,52927,unknown,2013-03-06T23:42:17.900,2008-09-09T22:13:47.597,John Sheehan,-1,4593,1,13,c#,Console.WriteLine and generic List,10,,
No,5,0,,09/09/2008,100,52952,unknown,2014-03-13T01:10:38.083,,Rich B,0,4541,1,8,c#,Detecting if an IDataReader contains a certain field before iteration,10,,
Yes,5,0,,09/09/2008,100,53019,unknown,2009-07-01T07:05:43.130,,Frank Krueger,0,4298,1,9,c#,What kind of technologies are available for sending text messages?,10,,
Yes,5,0,,09/09/2008,100,53027,unknown,2015-07-23T10:21:02.217,2015-07-23T10:21:02.217,JasonBunting,1675954,1384652,1,3,python,Large Python Includes,10,,
Yes,5,0,,09/09/2008,100,53081,unknown,2014-09-24T07:32:53.353,,graham.reeds,0,1897,1,19,html,"HTML meta keyword/description element, useful or not?",10,,
Yes,5,0,,09/09/2008,100,53086,unknown,2013-08-21T08:13:39.990,2008-09-09T22:54:18.187,craigmoliver,1790,1368,1,13,c#,Can I depend on the values of GetHashCode() to be consistent?,10,,
No,5,0,,09/09/2008,100,53098,unknown,2008-09-10T00:28:57.070,2008-09-10T00:28:57.083,travis,,0,0,1,4,java,How do I enable open id on a Java Webapp?,10,
Yes,5,0,,09/09/2008,100,53102,unknown,2015-10-07T18:29:07.237,2015-02-03T15:59:54.457,travis,63550,3798,1,89,c#,Why does Path.Combine not properly concatenate filenames that start with Path.DirectorySeparatorChar?,10,,
Yes,5,0,,09/09/2008,100,53128,unknown,2010-11-08T07:31:07.880,,komradekatz,0,3431280,1,3,java,"Java ConnectionPool connection not closing, stuck in 'sleep'",10,,
Yes,5,0,,09/09/2008,100,53162,unknown,2015-12-01T07:38:49.723,2011-10-21T14:47:55.817,travis,63550,4872,1,428,python,How can I do a line break (line continuation) in Python?,100,,
Yes,5,0,,09/10/2008,100,53224,unknown,2008-09-26T00:53:45.430,2008-09-26T00:53:45.430,Mark Biek,2064,5346,1,6,html,Getting international characters from a web page?,10,,
Yes,5,0,,09/10/2008,100,53225,unknown,2013-09-23T09:03:57.013,2009-06-05T07:12:08.007,Zack,115023,4883,1,19,python,How do you check whether a python method is bound or not?,10,,
Yes,5,0,,09/10/2008,100,53253,unknown,2015-07-14T15:39:45.713,2015-07-14T15:39:45.713,Daniel Magliola,3915,3915,1,1,php,Should we stop using Zend WinEnabler?,10,,
Yes,5,0,,09/10/2008,100,53256,unknown,2008-09-10T06:51:26.103,,Cheekysoft,0,429,1,1,html,Getting closest element by id,10,,
Yes,5,0,,09/10/2008,100,53316,unknown,2008-09-10T17:36:46.130,,Fernando Barrocal,0,1666,1,0,java,Hibernate crops clob values oddly,10,,
No,5,0,,09/10/2008,100,53353,unknown,2012-05-04T00:54:55.467,2012-05-04T00:54:55.467,segfault,367456,0,1,2,php,Best way to hide DB connection code in PHP5 for apps that only require one connection?,10,,
Yes,5,0,,09/10/2008,100,53365,unknown,2010-06-15T14:28:16.947,2010-06-15T14:28:16.947,travis,149311,1666,1,3,java,Getting hibernate to log clob parameters,10,,
Yes,5,0,,09/10/2008,100,53379,unknown,2014-03-06T08:32:25.030,,dlamblin,0,3839,1,1,java,using DBMS_APPLICATION_INFO with Jboss,10,,
No,5,0,,09/10/2008,100,53387,unknown,2014-05-01T10:29:46.287,2014-05-01T10:29:46.287,erickson,1122645,0,1,3,java,Some Tomcat webapps not opening,10,,
Yes,5,0,2008-09-10T06:27:03.277,09/10/2008,100,53395,unknown,2009-03-24T21:41:56.883,2009-03-24T21:41:56.883,Luke,5302,5302,1,2,c#,Suggestions wanted with Lists or Enumerators of T when inheriting from generic classes,10,,
Yes,5,0,,09/10/2008,100,53404,unknown,2011-06-14T17:30:49.347,,Cheekysoft,0,223,1,4,c#,Managed OleDB provider written in C#,10,,
Yes,5,0,,09/10/2008,100,53417,unknown,2012-10-21T01:35:10.910,2008-09-10T05:07:02.970,hop,1521,2847,1,11,c#,NHibernate or LINQ to SQL,10,,
Yes,15,0,,09/10/2008,1000,53428,unknown,2015-01-09T14:50:40.927,2014-12-08T23:24:03.823,travis,128421,5499,1,162,python,What are some good Python ORM solutions?,50,,
Yes,5,0,,09/10/2008,100,53435,unknown,2014-08-15T10:49:52.357,2008-10-10T22:33:22.277,travis,4337,209,1,7,c#,Getting IIS Worker Process Crash dumps,10,,
Yes,5,0,,09/10/2008,100,53439,unknown,2008-09-10T05:21:54.573,2008-09-10T05:19:22.457,Steven Murawski,266,266,1,5,c#,Is it possible to unit test a class that makes P/Invoke calls?,10,,
Yes,5,0,,09/10/2008,100,53473,unknown,2015-02-01T16:25:35.490,2015-02-01T16:25:35.490,dlamblin,3204551,5512,1,2,html,Javascript - Applying class to an HTML tag given an attribute/value,10,,
Yes,5,0,,09/10/2008,100,53480,unknown,2012-04-09T20:23:40.110,,Anders,0,5369,1,20,c#,Fuzzy text (sentences/titles) matching in C#,10,,
Yes,5,0,,09/10/2008,100,53482,unknown,2014-03-27T04:03:10.493,,travis,0,4960,1,2,mysql,How do I change the password of the root user in MySQL?,10,,
Yes,5,0,,09/10/2008,100,53491,unknown,2012-10-31T12:16:51.813,,travis,0,4960,1,8,mysql,How do I enable external access to MySQL Server?,10,,
Yes,15,0,,09/10/2008,1000,53513,unknown,2016-02-25T09:50:22.427,2014-04-18T09:42:25.297,Jon Erickson,100297,4872,1,1313,python,Best way to check if a list is empty,100,,
No,5,0,,09/10/2008,100,53543,unknown,2009-03-12T06:11:27.827,2008-09-10T07:46:08.283,Bill the Lizard,4491,4491,1,15,python,"What are some strategies to write python code that works in CPython, Jython and IronPython",10,,
Yes,5,0,,09/10/2008,100,53545,unknown,2015-02-24T07:31:23.337,2015-02-24T07:31:23.337,Chris Hanson,3834,3834,1,16,c#,Get the App.Config of another Exe,10,,
Yes,5,0,,09/10/2008,100,53555,unknown,2011-12-28T22:13:56.350,2011-12-28T22:13:56.350,travis,938089,4491,1,7,jquery,How would you go about for switching a site from Prototype to jQuery,10,,
Yes,5,0,,09/10/2008,100,53562,unknown,2010-05-23T16:17:40.997,,cynicalman,0,2670,1,7,java,Enabling Hibernate second-level cache with JPA on JBoss 4.2,10,,
Yes,5,0,,09/10/2008,100,53597,unknown,2012-05-24T11:35:00.000,,Jim McKeeth,0,4884,1,11,c#,How do I compose existing Linq Expressions,10,,
No,5,0,,09/10/2008,100,53599,unknown,2014-11-16T06:27:47.947,,Matt Hamilton,0,4880,1,1,c++,regex for parsing resource (.rc) files,10,,
No,5,0,,09/10/2008,100,53602,unknown,2010-12-05T20:19:54.963,2010-09-23T19:04:00.833,travis,151249,0,1,1,c#,How can I export Shared Outlook Calendars?,10,,
Yes,5,0,,09/10/2008,100,53610,unknown,2011-04-01T21:15:48.973,2008-09-24T14:40:41.327,slipsec,12870,0,1,1,css,How to properly link your a custom css file in sharepoint,10,,
Yes,5,0,,09/10/2008,100,53623,unknown,2013-04-23T21:51:10.063,,brian d foy,0,184,1,3,java,How to get whois information of a domain name in my program?,10,,
Yes,5,0,,09/10/2008,100,53649,unknown,2015-06-17T09:49:05.143,2015-06-17T09:49:05.143,Graphain,2926103,195,1,4,c#,Creating an object without knowing the class name at design time,10,,
Yes,5,0,,09/10/2008,100,53652,unknown,2008-12-17T17:12:16.047,2008-09-10T08:57:35.537,Rob Cooper,718,3263,1,2,c#,DataTable to readable text string,10,,
Yes,5,0,,09/10/2008,100,53670,unknown,2008-09-13T07:37:48.760,2008-09-13T07:37:48.760,hoyhoy,1,3205,1,3,mysql,How to efficiently SQL select newest entries from a MySQL database?,10,,
Yes,15,0,,09/10/2008,100,53757,unknown,2012-07-03T14:32:02.063,2008-11-20T00:12:18.657,Mark Biek,311,3137,1,5,c++,"Which compiles to faster code: ""n * 3"" or ""n+(n*2)""?",10,,
Yes,5,0,,09/10/2008,100,53786,unknown,2014-09-01T02:58:22.130,2014-09-01T02:58:22.130,David Crow,2691540,5357,1,3,python,How do i generate a histogram for a given probability distribution (for functional testing a server)?,10,,
Yes,5,0,,09/10/2008,100,53808,unknown,2009-08-20T23:29:19.823,,hop,0,3637,1,7,java,Good 15 minute Java question to ask recent college graduate,10,,
Yes,15,0,2008-10-26T12:11:07.837,09/10/2008,100,53811,unknown,2014-12-15T07:36:34.103,2014-12-15T07:36:34.103,Adam Bellaire,922184,4086,1,5,c++,How do you normally set up your compiler's optimization settings?,10,,
Yes,5,0,,09/10/2008,100,53820,unknown,2010-03-23T11:02:08.143,,Rob Cooper,0,2965,1,3,java,Why does windows XP minimize my swing full screen window on my second screen?,10,,
Yes,5,0,,09/10/2008,100,53824,unknown,2008-09-15T12:10:32.083,,Rob Cooper,0,5542,1,2,c#,How to specify accepted certificates for Client Authentication in .NET SslStream,10,,
Yes,5,5,,09/10/2008,100,53844,unknown,2014-05-04T18:34:47.017,2008-09-10T12:28:41.380,Josh Buedel,2260,2260,1,33,c#,How can I evaluate a C# expression dynamically?,10,,
Yes,5,0,,09/10/2008,100,53845,unknown,2009-02-05T13:00:54.447,,cnu,0,4358,1,7,java,Java Compiler Options to produce .exe files,10,,
Yes,15,0,,09/10/2008,1000,53849,unknown,2015-11-24T06:33:05.163,2013-04-04T18:04:54.290,Frank Krueger,1497596,1288,1,276,c++,How do I tokenize a string in C++?,100,,
Yes,5,0,,09/10/2008,100,53945,unknown,2012-06-13T23:41:14.663,2008-09-10T13:35:53.590,erickson,4174,4174,1,16,html,Dynamically inserting javascript into HTML that uses document.write,10,,
Yes,5,0,,09/10/2008,100,53956,unknown,2014-05-14T12:47:15.323,,samjudson,0,2469,1,3,c#,HTML to Image .tiff File,10,,
Yes,5,0,,09/10/2008,100,53961,unknown,2015-12-15T19:34:08.167,2008-10-13T22:03:29.170,Constantin,4200,4200,1,1,c#,Locate and add project reference for .Net assembly containing a given type?,10,,
Yes,5,0,,09/10/2008,100,53965,unknown,2008-09-10T13:53:04.267,,Cheekysoft,0,572,1,2,php,What is wrong with this PHP regular expression?,10,,
Yes,15,0,,09/10/2008,100,53997,unknown,2011-07-23T17:18:44.763,,Mark Biek,0,3834,1,12,python,Any good AJAX framework for Google App Engine apps?,10,,
Yes,5,0,,09/10/2008,100,54038,unknown,2009-01-15T20:53:55.793,,Xardas,0,5062,1,3,php,Running a scheduled task in a Wordpress plug-in,10,,
Yes,5,0,,09/10/2008,100,54043,unknown,2015-05-04T15:27:05.737,2008-09-24T17:57:10.650,Rob Cooper,4066,5056,1,1,c#,Does anyone know a library for working with quantity/unit of measure pairs?,10,,
Yes,5,0,,09/10/2008,100,54092,unknown,2015-10-05T23:59:57.060,2015-03-06T14:00:27.050,Rob Cooper,2641576,296,1,1,c#,How to send MMS with C#,10,,
Yes,5,0,,09/10/2008,100,54138,unknown,2013-06-08T18:52:21.807,,JasonBunting,0,404,1,1,html,Using jQuery to beautify someone else's html,10,,
Yes,5,0,,09/10/2008,100,54142,unknown,2015-07-04T13:31:23.830,2012-11-12T04:47:17.817,Stu Thompson,1561378,1541,1,104,c++,How does the Comma Operator work,10,,
Yes,15,0,,09/10/2008,100,54188,unknown,2015-08-12T02:11:11.727,,Lane,0,2167252,1,60,c++,Are C++ Reads and Writes of an int atomic,10,,
Yes,5,0,,09/10/2008,100,54207,unknown,2008-11-20T22:11:24.267,,user357812,0,2595,1,3,c#,Soap logging in .net,10,,
Yes,5,0,,09/10/2008,100,54221,unknown,2008-09-20T16:09:40.927,,hop,0,1310,1,1,java,How would I allow a user to stream video to a web application for storage?,10,,
Yes,5,0,,09/10/2008,100,54222,unknown,2014-06-08T22:46:45.970,2014-06-08T22:46:45.970,Magnus Hoff,63550,1108,1,9,c#,Accessing System Databases/Tables using LINQ to SQL?,10,,
Yes,5,0,,09/10/2008,100,54227,unknown,2011-11-19T16:56:08.123,2011-11-19T16:56:08.123,paulgreg,50776,5599,1,2,c#,Asp.net path compaction,10,,
Yes,5,0,,09/10/2008,100,54230,unknown,2010-07-14T14:15:37.000,2010-05-03T09:55:48.483,S&#233,104698,5564,1,19,php,CakePHP ACL Database Setup: ARO / ACO structure?,10,,
Yes,5,0,,09/10/2008,100,54237,unknown,2016-01-14T20:28:28.153,2009-01-03T04:58:16.253,Oli,6144,4906,1,2,jquery,Is there a way to highlight the target of a bookmark? (www.site.com/page.htm#bookmark)?,10,,
Yes,15,0,,09/10/2008,100,54295,unknown,2014-04-15T18:56:51.777,2008-11-05T19:09:52.523,Mark Biek,3474,5084,1,11,java,How to write java.util.Properties to XML with sorted keys?,10,,
Yes,5,0,,09/10/2008,100,54337,unknown,2015-08-20T22:39:47.067,,Josh Hinman,0,2894,1,2,c#,How can you find out where the style for a ASP .Net web page element came from?,10,,
Yes,5,0,,09/10/2008,100,54487,unknown,2014-01-30T07:19:56.903,2014-01-30T07:19:56.903,Seb Nilsson,1737819,0,1,5,java,Conditional Number Formatting In Java,10,,
Yes,5,0,,09/10/2008,100,54522,unknown,2008-09-10T17:01:17.120,,hop,0,5648,1,2,c#,Printing data into a preprinted form in C# .Net 3.5 SP1,10,,
Yes,5,0,,09/10/2008,100,54566,unknown,2016-01-17T04:49:45.297,2015-06-05T17:38:34.120,cdleary,4248328,2863,1,41,php,Call to a member function on a non-object,100,,
Yes,5,0,,09/10/2008,100,54567,unknown,2015-05-04T08:26:23.083,2015-05-04T08:26:23.083,John,2615793,2443,1,3,java,How do I get InputVerifier to work with an editable JComboBox,10,,
Yes,15,5,,09/10/2008,1000,54585,unknown,2016-02-13T16:32:08.240,2008-12-09T21:54:08.430,Jeremy Banks,4794,5436,1,397,c++,When should you use a class vs a struct in C++?,100,,
Yes,5,0,,09/10/2008,100,54658,unknown,2010-08-19T14:32:22.507,,cdleary,0,247,1,11,css,Is there a ClientScriptManager.RegisterClientScriptInclude equivalent for CSS,10,,
Yes,5,0,,09/10/2008,100,54669,unknown,2015-06-07T11:06:28.530,2015-06-07T11:06:28.530,Rich B,999,999,1,1,php,Apache Download: Make sure that page was viewed before download,10,,
Yes,5,0,,09/10/2008,100,54674,unknown,2015-06-25T09:41:44.390,2009-02-09T19:44:29.383,moocha,13744,1876,1,21,c++,"Any good building tools for a C++ project, which can replace make?",10,,
Yes,5,0,,09/10/2008,100,54686,unknown,2016-02-14T09:27:29.807,2014-04-16T06:15:16.410,Jon Limjap,321731,4358,1,58,java,How to get a list of current open windows/process with Java?,50,,
No,5,0,,09/10/2008,100,54709,unknown,2008-09-10T18:06:49.677,2008-09-10T17:52:27.310,John,4872,4872,1,8,c#,What is the best style/syntax to use with Rhino Mocks?,10,,
Yes,5,0,,09/10/2008,100,54758,unknown,2011-03-04T14:40:36.393,2011-03-04T14:40:36.393,Niyaz,41956,536,1,4,c#,Getting the back/fwd history of the WebBrowser Control,10,,
Yes,5,0,,09/10/2008,100,54789,unknown,2011-02-02T17:51:41.050,,John,0,1768,1,4,c#,What is the correct .NET exception to throw when try to insert a duplicate object into a collection?,10,,
No,5,0,,09/10/2008,100,54795,unknown,2010-11-30T13:51:06.960,,chills42,0,4381,1,11,c++,Limiting CPU speed for profiling,10,,
Yes,5,0,,09/10/2008,100,54833,unknown,2008-10-17T17:36:55.740,,chills42,0,1980,1,2,c#,Prevent Multi-Line ASP:Textbox from trimming line feeds,10,,
Yes,5,0,,09/10/2008,100,54851,unknown,2013-05-17T13:09:26.967,,OysterD,0,1768,1,23,c#,What are some best practices for creating my own custom exception?,10,,
Yes,5,0,,09/10/2008,100,54861,unknown,2014-02-18T06:36:44.497,2014-02-18T06:36:44.497,Espo,321731,2443,1,2,java,Better way of opening a Document from Java?,10,,
Yes,5,0,,09/10/2008,100,54866,unknown,2015-09-09T10:19:42.520,2015-09-09T10:19:42.520,hop,1537726,1965,1,6,c#,Best way to parse Space Separated Text,10,,
Yes,5,5,,09/10/2008,1000,54867,unknown,2015-10-06T18:31:13.510,2015-08-05T10:31:51.493,Nick Higgs,2142577,4883,1,492,python,What is the difference between old style and new style classes in Python?,100,,
Yes,5,0,,09/10/2008,100,54877,unknown,2009-11-30T02:08:09.503,2009-11-30T02:08:09.503,Keith,172188,404,1,7,jquery,"jQuery ""after"" selector question",10,,
Yes,5,0,,09/10/2008,100,54882,unknown,2012-11-06T17:08:07.397,,John Topley,0,4220,1,6,java,How do I in java add a stacktrace to my debugging printout,10,,
No,15,0,2008-09-19T19:01:07.997,09/10/2008,1000,54886,unknown,2012-05-06T17:23:15.030,2012-05-06T17:23:15.030,Noah,50776,5659,1,98,java,Hidden features of Eclipse,50,,
Yes,15,5,,09/10/2008,100,54909,unknown,2016-02-16T11:09:42.643,2011-03-05T20:59:58.790,Mike,1288,1288,1,92,java,How do I clone a generic List in Java?,100,,
Yes,5,0,,09/10/2008,100,54926,unknown,2014-03-28T12:32:49.207,2010-08-26T16:20:15.267,user966588,2598,2598,1,19,java,Make a JPanel not draw its background (Transparent),10,,
Yes,5,0,,09/10/2008,100,54952,unknown,2015-12-14T01:37:33.690,2015-12-14T01:37:33.690,PhiLho,5299236,1430323,1,8,java,"Java, UTF-8, and Windows console",10,,
No,15,0,,09/10/2008,100,54963,unknown,2008-09-27T01:18:27.303,2008-09-15T17:13:22.260,BlaM,1228,5486,1,2,c#,How would you refactor this LINQ code?,10,,
Yes,5,0,,09/10/2008,100,54980,unknown,2012-07-03T18:30:17.393,,BlaM,0,0,1,4,php,How do prepared statements work?,10,,
Yes,15,0,,09/10/2008,100,54991,unknown,2016-03-02T07:52:55.030,2013-10-22T18:22:40.270,travis,5640,231,1,107,c#,Generating Random Passwords,50,,
Yes,15,0,,09/10/2008,100,55056,unknown,2012-05-13T15:22:19.900,,GateKiller,0,5616,1,100,python,What's the best Django search app?,10,,
