AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount,,
Yes,3,0,,08/23/2008,0,24644,2013-06-11T14:27:32.757,2008-08-23T22:33:45.130,lubos hasko,275,2644,1,7,c#,Hooking my program with windows explorer's rename event,1571,,
Yes,23,4,,08/23/2008,178,24675,2016-01-15T15:32:42.777,2011-11-25T22:18:16.563,,466826,2025,1,220,php,Tactics for using PHP in a high-load site,15478,,
Yes,9,1,,08/24/2008,15,24723,2015-07-03T19:26:54.070,2009-02-12T20:23:21.673,Eldimo,1406,1406,1,12,java,Best regex to catch XSS (Cross-site Scripting) attack (in Java)?,29399,,
Yes,4,1,,08/24/2008,2,24734,2013-06-11T15:08:46.447,2013-06-11T15:08:46.447,sieben,2156756,1147,1,14,c#,SelectNodes not working on stackoverflow feed,7024,,
Yes,23,1,,08/24/2008,94,24816,2016-03-01T22:55:19.110,2012-05-01T10:47:46.683,Haacked,894284,2657,1,388,jquery,Escaping HTML strings with jQuery,372682,,
No,4,0,,08/24/2008,0,24821,2012-07-05T16:00:47.860,2012-07-05T16:00:47.860,,743,1953,1,4,html,"Why is Response.BufferOutput = False, not working?",3381,,
Yes,6,0,,08/24/2008,1,24847,2011-12-05T10:56:30.003,2008-08-24T11:45:40.860,Blorgbeard,369,369,1,10,c++,What's a good linux C/C++ IDE for a low-res screen?,2535,,
Yes,11,0,,08/24/2008,0,24866,2011-03-14T16:32:59.557,2011-03-14T16:32:59.557,,505893,184,1,11,java,Is it essential that I use libraries to manipulate XML?,679,,
Yes,15,3,2008-09-02T06:50:12.230,08/24/2008,106,24901,2015-05-22T15:17:20.347,2015-04-20T18:52:14.247,Mark Harrison,332733,116,1,195,c++,Is there a performance difference between i++ and ++i in C++?,31174,,
Yes,5,0,,08/24/2008,3,24931,2013-05-15T21:46:14.243,2008-08-24T10:29:08.517,sparkes,269,1670,1,7,python,How to capture Python interpreter's and/or CMD.EXE's output from a Python script?,7190,,
No,2,0,,08/24/2008,0,24941,2015-04-27T03:28:30.123,2015-04-27T03:28:30.123,Chris Fournier,1761793,276,1,5,php,Where can i find extended HTML reporters for Simpletest?,304,,
Yes,4,1,,08/24/2008,4,24991,2013-07-05T08:58:30.840,2013-07-05T08:58:30.840,,1584286,755,1,18,java,Why can't I explicitly pass the type argument to a generic Java method?,17061,,
No,8,0,,08/24/2008,3,24995,2016-01-02T04:24:13.737,2008-08-31T00:37:56.557,Mark Biek,305,755,1,12,c++,Is there a functional language for C++ ecosystem?,2450,,
Yes,9,0,,08/24/2008,4,25007,2015-01-12T11:47:23.443,2008-09-10T00:13:41.037,,-1,1199387,1,16,c#,Conditional formatting -- percentage to color conversion,8762,,
Yes,3,0,,08/24/2008,2,25033,2015-08-20T22:19:55.613,2012-04-25T23:10:28.673,Kamikaze Mercenary,1332690,2628,1,5,java,I Am Not Getting the Result I Expect Using readLine() in Java,3830,,
Yes,9,0,,08/24/2008,3,25041,2016-01-14T20:32:56.723,,,0,1693,1,12,css,SPAN Height in Firefox,31263,,
Yes,3,0,,08/24/2008,10,25116,2014-11-02T03:37:41.497,2014-11-02T02:19:48.950,jelovirt,2213647,2679,1,39,python,Binary buffer in Python,33999,,
Yes,7,0,,08/24/2008,0,25128,2015-10-01T11:40:25.080,,,0,1384652,1,6,php,Images in PHP,460,,
Yes,4,0,,08/24/2008,2,25132,2014-02-17T12:49:20.387,2014-02-17T12:49:20.387,Hanno,759866,2077,1,15,html,Are named entities in HTML still necessary in the age of Unicode aware browsers?,786,,
Yes,10,0,,08/24/2008,0,25147,2013-06-24T05:14:28.607,,,0,2118,1,8,php,How can I merge PHP arrays?,8270,,
Yes,5,0,,08/24/2008,4,25158,2008-09-23T16:43:57.433,2008-08-25T07:49:58.827,lomaxx,493,2703,1,9,c#,Building C# .NET windows application with multiple views,15199,,
Yes,7,0,,08/24/2008,0,25161,2015-09-01T12:41:01.287,,,0,1384652,1,6,html,Tooltips on an image,4674,,
Yes,4,0,,08/24/2008,3,25174,2010-03-22T09:34:42.740,,,0,2706,1,4,php,How to prevent session timeout in Symfony 1.0?,1733,,
Yes,8,0,,08/24/2008,7,25192,2016-02-29T13:46:58.020,2015-03-26T18:03:32.650,jkl,1519522,2367,1,16,java,Java SWIFT Library,22092,,
Yes,4,0,,08/24/2008,1,25200,2015-12-29T02:49:14.130,2013-04-11T10:24:56.360,Nickolay,488657,2684,1,4,c#,C#.NET Winforms: Is it possible to override Label.Autosize?,5589,,
No,13,1,,08/24/2008,42,25238,2016-01-14T20:02:26.890,2013-05-09T16:38:59.913,,1937198,1725,1,118,html,100% Min Height CSS layout,174031,,
No,3,0,,08/24/2008,1,25241,2012-04-26T00:45:38.260,2012-04-26T00:45:38.260,Haacked,1332690,1725,1,8,c#,Unit testing IHttpModule,2290,,
Yes,5,0,,08/24/2008,0,25252,2016-01-15T15:32:26.313,2011-03-30T17:00:45.623,,168868,2506,1,1,php,Remote Debugging PHP Command Line Scripts with Zend?,3117,,
Yes,3,0,,08/24/2008,5,25268,2009-07-01T17:49:21.633,2008-08-27T01:12:07.877,Dale Ragan,1117,1117,1,12,c#,What are the best practices when using SWIG with C#?,7219,,
Yes,3,1,,08/24/2008,0,25297,2015-07-14T01:38:37.650,2015-07-14T01:38:37.650,,1567352,2717,1,18,c#,Reserved Keyword in Enumeration in C#,3367,,
Yes,10,0,,08/24/2008,31,25331,2013-07-02T01:46:11.760,,,0,2454,1,38,java,Best book/resource for learning Java design patterns?,28414,,
Yes,5,0,,08/24/2008,12,25343,2012-11-21T16:30:18.593,2012-11-21T16:30:18.593,John,33,33,1,35,c#,Is there any way to automate windows forms testing?,16110,,
Yes,5,0,,08/24/2008,0,25349,2015-11-20T11:39:24.153,2015-11-20T11:39:24.153,,3218692,2684,1,11,c#,What would be the fastest way to remove Newlines from a String in C#?,7273,,
Yes,4,1,,08/24/2008,3,25376,2008-08-27T20:41:17.257,2008-08-24T22:30:26.613,Danimal,2757,2757,1,17,c#,"What is a good use of lambda expressions, and how can I learn to use them?",2673,,
Yes,6,1,,08/24/2008,17,25449,2014-05-13T07:30:06.103,2011-11-19T01:16:59.083,,419,2644,1,21,java,How to create a pluginable Java program?,8881,,
Yes,17,4,,08/24/2008,3,25450,2016-01-14T19:01:50.840,,,0,1666,1,13,css,Abstraction away from CSS,1218,,
Yes,13,4,,08/24/2008,35,25458,2014-05-05T16:39:25.983,2011-10-22T09:49:06.203,,63550,392,1,137,c#,How costly is .NET reflection?,27924,,
Yes,3,0,,08/24/2008,1,25461,2013-09-22T21:02:23.677,2012-09-01T22:57:56.753,,1561378,1675,1,12,c++,interfacing with stdbool.h C++,6495,,
Yes,1,0,,08/25/2008,0,25519,2013-03-02T21:37:47.213,2008-08-25T01:29:40.753,Jeff Atwood,1,2121,1,5,html,Filtering out anchor tags in a string,938,,
Yes,3,1,,08/25/2008,4,25530,2010-03-28T20:42:55.787,2010-03-28T20:42:55.787,Steve M,164901,828,1,19,java,Best Method to run a Java Application as a *nix Daemon or Windows Service?,4116,,
Yes,3,0,,08/25/2008,3,25532,2013-11-26T05:40:40.147,2008-08-28T21:31:53.663,JasonBunting,1790,2572,1,6,java,ASP.NET Master Pages equivalent in Java,8904,,
Yes,11,1,,08/25/2008,118,25552,2016-03-02T21:24:01.123,2014-06-04T10:14:35.463,,1584106,1693,1,173,java,get OS-level system information,151884,,
Yes,3,0,,08/25/2008,2,25614,2015-12-18T01:55:09.860,2015-12-18T01:55:09.860,,1997093,1432,1,3,java,Which Java DOM Wrapper is the Best or Most Popular?,2182,,
Yes,9,0,,08/25/2008,19,25637,2014-11-06T14:34:28.390,2014-06-04T10:15:25.217,chills42,1584106,2598,1,48,java,Shutting down a computer,53025,,
No,7,0,,08/25/2008,0,25661,2013-11-08T13:51:30.673,2008-08-25T08:31:28.477,sparkes,269,2772,1,7,python,pyGame within a pyGTK application,3632,,
Yes,13,3,,08/25/2008,125,25665,2015-03-19T01:08:49.413,2010-01-01T15:19:40.557,,222815,1448,1,203,python,Python module for converting PDF to text,123684,,
Yes,7,1,,08/25/2008,16,25730,2014-02-20T11:58:21.607,2009-08-10T08:05:48.533,,51425,2666,1,39,c++,What is the best free memory leak detector for a C/C++ program and its plug-in DLLs?,71148,,
Yes,12,0,,08/25/2008,3,25752,2014-07-20T05:26:00.643,2008-08-25T11:27:02.893,Jeff Atwood,1,31505,1,14,html,How do I put a space character before option text in a HTML select element?,40256,,
Yes,14,1,2009-06-29T06:54:39.350,08/25/2008,28,25765,2015-05-06T18:00:22.020,2010-12-21T10:26:03.277,Keith,63550,1448983,1,71,java,Java configuration framework,27273,,
Yes,10,0,,08/25/2008,1,25767,2016-01-15T15:26:29.040,2008-08-31T01:07:20.947,Mark Biek,305,115,1,2,mysql,Most efficient way to get data from the database to session,2448,,
No,6,1,,08/25/2008,2,25771,2013-02-09T16:28:52.700,2012-09-01T22:58:41.280,,1561378,0,1,14,c++,Output compile time stamp in Visual C++ executable?,11706,,
No,4,22,,08/25/2008,143,25794,2015-12-12T23:54:46.363,2015-03-07T03:22:55.167,jhornnes,1400768,211,1,342,mysql,MySQL copy/duplicate database,388879,,
Yes,13,1,,08/25/2008,41,25803,2015-12-19T14:27:46.967,2008-08-25T09:14:12.197,Journeyman,2800,2800,1,110,c#,How do I intercept a method call in C#?,51712,,
Yes,4,1,,08/25/2008,6,25807,2011-09-25T02:46:55.227,2008-08-25T09:21:10.293,jelovirt,2679,2679,1,30,python,Python super class reflection,15694,,
No,6,2,,08/25/2008,11,25902,2015-06-04T17:26:26.020,2015-06-04T17:26:26.020,,1541,1541,1,30,c++,What toolchains exist for Continuous Integration with C++?,12392,,
Yes,2,0,,08/25/2008,0,25982,2014-12-15T17:14:22.320,2014-12-15T17:14:22.320,,1429387,2373,1,1,c#,What's the simplest way to connect to a .NET remote server object,656,,
Yes,7,0,,08/25/2008,11,26007,2013-07-06T07:04:06.533,2011-11-01T17:47:38.160,,496830,572,1,13,php,Iterating over a complex Associative Array in PHP,36940,,
Yes,8,3,,08/25/2008,16,26020,2015-02-11T11:21:58.213,2008-08-26T12:06:29.577,rsg,2674,2674,1,33,c#,What is the best way to connect and use a sqlite database from C#,39434,,
Yes,13,0,,08/25/2008,39,26025,2014-12-05T20:41:17.660,2008-09-14T15:14:32.930,,-1,2639,1,36,python,Cleanest & Fastest server setup for Django,17835,,
Yes,5,0,,08/25/2008,5,26079,2016-03-04T18:11:36.587,2008-08-25T14:19:27.220,Mark Biek,305,305,1,29,php,"In a PHP5 class, when does a private constructor get called?",15413,,
Yes,6,0,,08/25/2008,2,26098,2013-03-21T06:15:10.647,2008-08-25T14:56:32.123,Adam Haile,194,194,1,7,c++,Overloaded functions in C++ DLL def file,10021,,
Yes,8,0,,08/25/2008,1,26113,2014-04-02T23:22:02.773,2014-04-02T23:22:02.773,,193717,2702,1,6,css,What is your best tool or techniques for getting the same display on IE6/7 and Firefox?,208,,
Yes,10,0,,08/25/2008,38,26147,2016-02-13T11:08:15.970,2013-10-25T18:43:15.273,,2684,2684,1,58,c#,Is it possible to Embed Gecko or Webkit in a Windows Form just like a WebView?,71178,,
No,7,2,,08/25/2008,1,26148,2011-09-15T15:44:58.403,2011-09-15T15:44:58.403,,1288,1975282,1,5,c#,Windows Service Increasing CPU Consumption,3061,,
Yes,3,1,,08/25/2008,17,26151,2015-09-02T04:27:29.357,2012-08-07T15:11:09.103,Konrad Rudolph,536086,2759,1,68,c++,Template typedefs - What's your work around?,38352,,
Yes,9,0,,08/25/2008,7,26196,2013-12-30T07:31:39.957,,,0,2470,1,65,c#,Filtering collections in C#,107983,,
Yes,3,0,,08/25/2008,0,26229,2010-04-23T21:44:33.657,2008-09-16T12:28:50.703,,1782,1782,1,1,c#,Visio and Forward-Engineering,2001,,
Yes,5,0,,08/25/2008,13,26233,2014-12-18T17:39:42.440,2008-09-12T21:14:12.817,,-1,2141,1,37,c#,Fastest C# Code to Download a Web Page,35738,,
Yes,7,1,,08/25/2008,51,26305,2016-02-02T19:24:41.733,,,0,2644,1,118,java,How can I play sound in Java?,190671,,
Yes,6,0,,08/25/2008,0,26323,2009-12-16T16:12:02.940,2009-12-10T03:04:53.723,Jerub,20938,2141,1,3,html,Regex to Parse Hyperlinks and Descriptions,7068,,
Yes,5,0,,08/25/2008,1,26354,2013-01-02T15:34:19.947,,,0,620435,1,4,c#,Print a barcode to a Intermec PB20 via the LinePrinter API,3456,,
Yes,7,0,,08/25/2008,2,26355,2010-11-18T13:53:44.193,2008-09-24T15:30:31.440,Oli,12870,636,1,8,c#,Compact Framework - Is there an MVC framework/library available?,2375,,
Yes,1,0,,08/25/2008,14,26362,2014-07-15T21:41:08.280,2013-11-20T07:37:01.557,,421372,822,1,22,android,Using ItemizedOverlay and OverlayItem In Android Beta 0.9,20275,,
Yes,8,1,,08/25/2008,25,26369,2015-11-06T17:33:12.597,2012-08-07T11:08:21.070,Vaibhav,63550,2868,1,41,c#,What is the best way to store user settings for a .NET application?,21778,,
Yes,6,0,,08/25/2008,4,26393,2015-04-01T22:11:00.797,2008-08-25T22:51:07.867,Steve M,1693,1266,1,15,jquery,What is a selector engine?,6350,,
Yes,4,0,,08/25/2008,0,26436,2014-04-10T19:51:39.943,2008-09-10T18:13:58.163,,-1,2494,1,2,c++,RSS Feed Library for (Unmanaged) C++,4099,,
No,32,6,2012-04-25T18:25:58.567,08/25/2008,10,26458,2013-11-26T05:36:13.523,2008-08-25T18:08:36.437,Mike Tomasello,265,2875,1,45,java,IDE for Swing,20590,,
Yes,2,0,,08/25/2008,1,26515,2009-03-06T16:51:49.370,2009-03-06T16:51:49.370,Iraimbilanja,0,2025,1,2,mysql,Using MySQLi - which is better for closing queries,732,,
Yes,2,0,,08/25/2008,0,26522,2013-01-24T10:12:22.053,,,0,632,1,1,c#,.NET Multi Dimensional Array Printing,2074,,
Yes,3,0,,08/25/2008,0,26547,2013-12-02T12:48:11.227,2013-12-02T12:48:11.227,,2432317,2644,1,2,java,How to detect which blog API,436,,
Yes,6,2,,08/25/2008,1,26570,2011-08-19T14:02:37.540,2008-09-09T14:55:47.807,Jakub Šturc,2361,1786,1,17,c#,sizeof() equivalent for reference types?,9289,,
Yes,7,0,,08/25/2008,1,26594,2014-06-17T13:13:13.717,,,0,2644,1,3,java,Previewing HTML in Java,521,,
Yes,11,0,,08/25/2008,49,26595,2015-05-01T13:44:49.390,,,0,156,1,182,python,"Is there any difference between ""foo is None"" and ""foo == None""?",14248,,
Yes,5,1,,08/25/2008,14,26620,2015-10-16T06:04:45.917,2015-08-21T18:19:21.197,travis,3112243,2138,1,25,jquery,How to set encoding in .getJSON JQuery,99211,,
Yes,3,0,,08/25/2008,10,26638,2010-01-03T08:29:54.477,2010-01-03T08:29:54.477,Andy Lester,222815,2644,1,11,java,What HTML parsing libraries do you recommend in Java,3106,,
No,21,0,,08/25/2008,38,26663,2015-12-06T01:47:15.087,2008-09-30T16:29:53.623,Shog9,811,2638,1,56,c++,What's your favorite profiling tool (for C++),31909,,
Yes,2,0,,08/25/2008,1,26706,2008-10-08T17:23:30.857,2008-10-08T17:23:30.857,Adam Bellaire,21632,1785,1,5,python,wxpython: How do I examine dragged data in OnDragOver?,492,,
Yes,4,0,,08/25/2008,1,26719,2012-06-09T16:43:57.667,2009-04-25T11:25:06.007,,49246,1508,1,1,c#,Internalize Class and Methods in .NET Assembly,1050,,
Yes,2,0,,08/25/2008,8,26732,2013-12-29T00:35:17.657,2013-12-29T00:35:17.657,McDowell,438154,0,1,32,java,Invalid <url-pattern> servlet mapping in Tomcat 6.0,54114,,
Yes,11,2,,08/25/2008,102,26733,2015-04-01T22:09:54.563,2014-09-30T12:20:32.847,Orion Edwards,809009,1782,1,300,c#,Getting all types that implement an interface,106975,,
No,4,0,,08/25/2008,4,26743,2011-11-15T18:24:42.840,2011-11-15T18:24:42.840,Boaz,787016,2892,1,14,c#,Proper name space managment in .NET XmlWriter,3909,,
No,6,1,,08/25/2008,0,26755,2012-12-02T05:53:38.370,2008-09-10T18:13:56.400,,-1,2463,1,0,php,Favorite PHP Library,379,,
Yes,5,0,,08/25/2008,1,26760,2013-06-13T13:55:07.653,,,0,31505,1,26,c#,Parse string to TimeSpan,49939,,
Yes,3,0,,08/25/2008,10,26796,2009-02-09T13:48:50.613,,,0,1414,1,30,c#,ASP.Net: Using System.Web.UI.Control.ResolveUrl() in a shared/static function,20855,,
Yes,15,1,,08/25/2008,11,26809,2015-09-21T08:38:20.630,2009-02-10T21:16:58.773,,2191,2191,1,37,c#,What is the best way to deal with DBNull's,30377,,
Yes,6,0,,08/25/2008,5,26816,2009-06-10T14:30:01.890,2008-08-28T17:59:13.347,,1782,1782,1,16,c#,How to abort threads created with ThreadPool.QueueUserWorkItem,18229,,
Yes,6,0,,08/25/2008,0,26843,2015-09-21T03:02:00.450,2015-09-21T02:31:55.163,Nigel Campbell,4779472,2720,1,3,mysql,New Project : MySQL or SQL 2005 Express,592,,
Yes,5,1,,08/25/2008,16,26857,2015-06-11T15:41:09.620,2008-08-25T21:00:10.130,Guy,1463,1463,1,26,c#,How do you programmatically fill in a form and 'POST' a web page?,61225,,
No,7,0,,08/25/2008,0,26860,2014-03-03T22:08:44.833,,,0,1862,1,4,html,Limitations of screen readers,592,,
Yes,6,2,,08/25/2008,1,26877,2014-07-06T20:50:59.463,2014-07-06T20:50:59.463,,661933,369,1,14,c#,"Difference between wiring events with and without ""new""",3299,,
Yes,10,0,,08/25/2008,0,26903,2008-09-24T15:52:52.463,2008-09-24T15:52:52.463,Juan Manuel,1782,1782,1,10,c#,How can you require a constructor with no parameters for types implementing an interface?,2318,,
Yes,15,3,,08/25/2008,52,26947,2015-01-22T17:41:33.627,2008-08-28T20:11:26.913,Mark Biek,305,2052,1,51,php,How to implement a web scraper in PHP?,66621,,
Yes,7,1,,08/25/2008,0,26984,2014-02-17T15:13:40.307,2011-08-07T19:01:05.623,,870840,2644,1,11,java,What is the general rule of thumbs for creating an Exception in Java?,5167,,
Yes,6,1,,08/25/2008,18,27065,2016-01-29T08:49:08.050,,,0,1666,1,76,java,Tool to read and display Java .class versions,35949,,
Yes,7,0,,08/25/2008,0,27129,2013-08-22T18:34:23.990,2008-09-10T18:13:57.773,,-1,797,1,1,java,Charting library for Java and .Net,1352,,
Yes,3,0,,08/26/2008,0,27153,2009-12-08T18:10:20.460,2009-12-08T18:10:20.460,Jason Z,2470,2470,1,4,c#,Development resources for Mono on PS3,3767,,
Yes,3,0,,08/26/2008,0,27219,2015-12-16T08:40:24.030,2015-03-06T13:59:28.983,Jason,2641576,1293,1,3,html,Keeping key value pairs together in HTML <select/> with JQuery?,8489,,
Yes,4,2,,08/26/2008,19,27220,2012-06-20T21:27:00.190,2008-08-27T14:32:44.880,Konrad Rudolph,1968,2701,1,59,c++,How to convert std::string to LPCWSTR in C++ (Unicode),95176,,
Yes,4,1,,08/26/2008,4,27222,2010-11-29T11:47:18.827,2008-08-26T03:16:38.117,Eldila,889,889,1,8,html,DOM manipulation in PHP,7868,,
Yes,5,1,,08/26/2008,1,27240,2015-07-01T22:03:30.083,2015-07-01T22:03:30.083,SCdF,808804,1666,1,52,java,Why aren't Enumerations Iterable?,14862,,
Yes,14,8,,08/26/2008,119,27242,2012-05-20T21:26:18.520,2012-02-10T17:14:13.793,Jim Robert,257493,2908,1,126,jquery,Where can I learn jQuery? Is it worth it?,26599,,
Yes,2,3,,08/26/2008,11,27247,2015-04-15T20:32:56.557,2015-04-15T20:32:56.557,Adam Haile,58074,2370764,1,16,c++,Could you recommend some guides about Epoll on Linux,16317,,
Yes,11,0,,08/26/2008,0,27253,2013-09-22T17:25:46.767,2010-04-21T19:39:30.220,Sklivvz,164901,2680,1,11,c#,Is there any tool for reformatting C# code?,2761,,
Yes,10,1,,08/26/2008,10,27294,2008-09-16T14:37:22.517,2008-09-16T14:37:22.503,,1965,1965,1,18,c#,Abstract Factory Design Pattern,4373,,
Yes,2,0,,08/26/2008,0,27345,2009-01-30T07:46:10.423,,,0,412,1,0,php,How do I install the php_gd2 extension in MAMP on a Mac?,5205,,
Yes,16,0,,08/26/2008,0,27381,2014-01-01T17:56:04.963,2012-06-13T16:26:24.137,Jim Robert,851273,2908,1,4,html,should websites expand on window resize?,1591,,
Yes,11,0,,08/26/2008,34,27435,2014-09-12T21:31:07.507,2010-03-12T23:43:04.457,Mark Biek,69742,1448,1,102,mysql,MySQL vs PostgreSQL for Web Applications,55384,,
Yes,7,0,,08/26/2008,0,27442,2013-11-01T15:51:29.940,2008-08-27T01:30:41.997,Orion Edwards,234,1632,1,2,mysql,Is there a rake task for backing up the data in your database?,1164,,
Yes,2,1,,08/26/2008,0,27455,2013-01-24T10:08:16.533,2008-08-26T05:48:41.403,Luke,327,327,1,6,c#,Does Mono support System.Drawing and System.Drawing.Printing?,6817,,
Yes,13,2,,08/26/2008,2,27492,2013-04-04T13:58:49.203,2008-09-02T01:53:41.350,Chris Hanson,714,2450,1,7,c++,C++ Memory management,3639,,
Yes,4,0,,08/26/2008,11,27532,2015-02-05T10:33:20.570,2012-10-19T22:17:06.423,,24874,85,1,20,java,Generating gradients programmatically?,24018,,
Yes,5,0,,08/26/2008,2,27567,2009-06-25T02:07:47.700,,,0,1662,1,9,python,Where can I learn more about PyPy's translation function?,1194,,
Yes,7,0,,08/26/2008,5,27570,2012-09-24T12:09:57.067,2008-08-26T08:48:28.430,Espo,2257,2257,1,15,c#,Find number of files in all subdirectories,26422,,
Yes,3,0,,08/26/2008,1,27572,2011-12-15T16:21:32.910,,,0,2844,1,2,java,"JavaServiceWrapper on 64bit linux, any problems?",246,,
Yes,15,1,,08/26/2008,64,27578,2015-10-16T10:06:18.580,2010-10-08T17:43:46.600,,19750,797,1,109,java,When to choose checked and unchecked exceptions,27031,,
Yes,11,0,,08/26/2008,608,27581,2015-07-29T19:23:43.410,2014-08-11T19:02:45.990,,16587,797,1,617,java,What issues should be considered when overriding equals and hashCode in Java?,428955,,
Yes,7,1,,08/26/2008,2,27598,2014-12-08T10:01:13.227,2009-02-03T11:00:33.070,Cheekysoft,1820,2937,1,3,java,"How can I make ""jconsole"" work with Websphere 6.1?",14742,,
Yes,6,0,,08/26/2008,8,27599,2012-11-20T09:06:40.703,2008-09-15T15:37:01.743,James Burgess,2951,2951,1,13,php,'Reliable' SMS Unicode & GSM Encoding in PHP,12048,,
No,8,0,,08/26/2008,0,27607,2012-05-25T16:08:05.563,,,0,2150,1,4,c++,Is this code an abuse of STL's find_if?,1213,,
Yes,5,3,,08/26/2008,49,27610,2016-01-27T10:36:57.383,2014-03-07T08:32:29.887,Daren Thomas,2260,2260,1,102,c#,How to add (simple) tracing in C#?,88610,,
Yes,4,0,,08/26/2008,7,27640,2012-06-06T11:39:59.603,,,0,2958,1,7,c++,Integrating Qt into legacy MFC applications,4691,,
No,3,0,,08/26/2008,2,27643,2013-06-11T14:29:42.317,2008-08-27T04:43:22.143,David Harrison,2966,2966,1,8,css,Is there a library for rendering basic flow diagrams in Javascript/CSS?,4323,,
Yes,2,0,,08/26/2008,0,27674,2011-07-10T02:28:00.923,2009-08-30T20:53:30.023,Yaakov Ellis,34397,2457,1,4,c#,Dynamic top down list of controls in WindowsForms and C#?,2305,,
Yes,5,0,,08/26/2008,0,27700,2009-04-08T19:33:06.813,2009-04-08T19:33:06.813,,49018,1578,1,4,c++,C++ : Opening a file in non exclusive mode,4433,,
No,5,0,,08/26/2008,0,27711,2013-01-21T16:26:48.607,2013-01-21T16:26:48.607,Farinha,79485,2841,1,3,c#,Total row count in GridView control using LinqDataSource and paging,10948,,
Yes,3,0,,08/26/2008,2,27726,2012-12-04T08:41:08.557,2012-12-04T08:41:08.557,,1136709,2993,1,10,c#,What are some instances in which expression trees are useful?,815,,
Yes,2,0,,08/26/2008,7,27742,2014-05-04T21:54:11.893,2014-05-04T21:54:11.893,,1537726,2973,1,12,c#,Finding the crash dump files for a C# app,7699,,
Yes,5,0,,08/26/2008,18,27757,2015-02-06T18:31:27.450,2014-09-05T07:07:31.093,,419956,1006,1,62,c#,"How can I discover the ""path"" of an embedded resource?",65035,,
Yes,7,0,,08/26/2008,6,27779,2012-07-18T07:03:26.863,,,0,1075,1,12,c++,MFC resources / links,2329,,
Yes,8,1,,08/26/2008,4,27835,2015-01-11T10:34:45.060,2008-10-08T22:29:32.143,Nigel Campbell,15401,2077,1,13,mysql,Does MS-SQL support in-memory tables?,23903,,
No,8,1,,08/26/2008,30,27857,2013-12-11T06:09:55.800,2012-04-26T03:01:42.730,David,1332690,3006,1,54,c++,c/c++ source code visualization?,30996,,
Yes,1,1,,08/26/2008,0,27889,2013-12-02T12:50:12.490,2013-12-02T12:50:12.490,,2432317,2993,1,0,c#,How to get SpecUnit to run within a TeamCity CI build,320,,
Yes,6,1,,08/26/2008,15,27983,2015-07-13T13:15:49.653,2011-04-26T23:28:35.010,,135152,1477,1,53,mysql,SQL Group By with an Order By,254159,,
Yes,6,0,,08/26/2008,8,27998,2015-02-03T10:30:57.460,2012-04-26T01:59:40.010,Adam Haile,1332690,194,1,21,c++,Exporting a C++ class from a DLL,27120,,
Yes,9,3,,08/26/2008,595,28002,2015-12-25T16:31:23.353,2014-05-15T15:15:29.143,,46642,1821,1,1029,c++,Regular cast vs. static_cast vs. dynamic_cast,334262,,
No,6,1,,08/26/2008,4,28080,2014-03-29T15:05:37.030,2013-10-17T04:50:35.150,Jay Bazuzi,60075,2638,1,17,c++,How bad is dynamic casting?,19413,,
Yes,3,0,,08/26/2008,1,28092,2009-09-27T22:35:40.887,,,0,3047,1,6,c#,WPF Listbox style with a button,7610,,
Yes,21,1,,08/26/2008,41,28098,2015-10-28T12:47:43.430,2014-02-02T10:10:29.893,,63550,2680,1,317,php,ToString() equivalent in PHP,863986,,
Yes,8,0,,08/26/2008,6,28124,2008-11-28T19:02:14.103,,,0,3056,1,10,c++,calculating user defined formulas (with c++),2591,,
Yes,12,5,,08/26/2008,12,28160,2015-01-07T14:33:45.183,2012-04-26T01:14:46.407,,1332690,1881,1,33,c++,Multiple classes in a header file vs. a single header file per class,33673,,
Yes,3,0,,08/26/2008,2,28165,2012-10-29T21:02:13.727,2012-10-29T21:02:13.727,Mark Biek,321731,305,1,9,python,Does PHP have an equivalent to this type of Python string substitution?,2203,,
Yes,6,0,,08/26/2008,0,28196,2013-06-25T20:07:13.877,2013-06-25T20:07:13.877,,426671,1011,1,3,mysql,How to select posts with specific tags/categories in WordPress,3329,,
Yes,7,0,,08/26/2008,6,28202,2011-01-26T00:39:49.010,2010-08-03T00:50:19.300,,18196,2644,1,6,java,Best Apache Ant Template,6298,,
Yes,7,0,,08/26/2008,0,28212,2015-10-08T07:43:18.117,2015-10-08T07:39:18.417,,67579,1421,1,0,c++,How can I convert types in C++?,1187,,
Yes,7,0,,08/26/2008,6,28241,2012-03-12T01:44:29.530,2012-03-12T01:44:29.530,,1288,0,1,12,java,Java Singleton vs static - is there a real performance benefit?,23561,,
No,5,0,,08/26/2008,4,28261,2015-10-29T06:22:05.907,,,0,2957,1,12,c++,Exception analysis tool for C++,1586,,
Yes,7,0,,08/26/2008,0,28301,2013-05-18T01:24:35.683,,,0,3071,1,2,java,Impose a total ordering on all instances of *any* class in Java,788,,
Yes,6,1,,08/26/2008,0,28369,2012-11-03T18:04:37.997,2008-09-07T01:44:49.767,dF,3002,3002,1,3,python,"Is ""safe_eval"" really safe?",1472,,
Yes,15,2,,08/26/2008,9,28380,2015-03-31T12:21:22.847,2012-06-30T11:22:22.727,,750613,1281,1,34,android,Proxy which requires authentication with Android Emulator,66300,,
