"","AcceptedAnswerId","AnswerCount","CommentCount","FavoriteCount","Important","Score","Tags","Title","ViewCount","OwnerUserId","rankpred"
"903","Yes",5,0,100,"unknown",1,"c#","Internalize Class and Methods in .NET Assembly",10,1508,0.99949643882407
"1974","Yes",5,0,100,"unknown",1,"c#","How do you Modify TextBox Control Tab Stops",10,1496,0.999496430479137
"3313","Yes",5,0,100,"unknown",1,"c#","SoundPlayer crash on Vista",10,1490,0.999496426306619
"2155","Yes",5,0,100,"unknown",1,"c#","How do I insert text into a textbox after popping up another window to request information?",10,1463,0.999496407529858
"3233","No",5,0,100,"unknown",0,"c#",".Net 2.0: How to subscribe to a event publisher on a remote computer using transient subscriptions?",10,9602,0.999496377258961
"2646","Yes",5,0,100,"unknown",0,"c#","Detecting COMCTL32 version in .NET",10,9591,0.999496369608509
"5216","Yes",5,0,100,"unknown",0,"c#","Is there a way to Categorize my custom controls in the toolbox?",10,9559,0.99949634735199
"714","Yes",5,0,100,"unknown",1,"c#","Visual Web Developer (Express): Setting Document Root for Dev Environment",10,1344,0.999496324764686
"484","Yes",5,0,100,"unknown",1,"c#",".Net Dynamic Plugin Loading with Authority",10,1111,0.999496162672497
"2406","No",5,0,100,"unknown",1,"c#","Where can I find a FTP Server with an API?",10,981,0.999496072212135
"731","Yes",5,0,100,"unknown",1,"c#","IntelliSense for XElement objects with XML schema",10,920,0.999496029759755
"5213","Yes",5,0,100,"unknown",1,"c#","Compile-time error for NotSupportedException in subclass function",10,815,0.999495956677613
"5735","Yes",5,0,100,"unknown",1,"c#","SqlParameter Size - negative effects of setting to max size?",10,815,0.999495956677613
"1662","Yes",5,0,100,"unknown",1,"c#","Outlook Email via a Webpage",10,730,0.999495897508122
"591","No",5,0,100,"unknown",1,"c#","Language Conversion Testing",10,718,0.999495889154222
"781","No",5,0,100,"unknown",1,"c#","Notification of drop in drag-drop in Windows",10,645,0.999495838331687
"894","Yes",5,0,100,"unknown",1,"c#",".NET Multi Dimensional Array Printing",10,632,0.999495829280562
"246","Yes",5,0,100,"unknown",1,"c#","Getting DirectoryNotFoundException when trying to Connect to Device with CoreCon API",10,631,0.999495828584315
"5876","Yes",5,0,100,"unknown",1,"c#","How do I convert a 12-bit integer to a hexadecimal string in C#?",10,609,0.999495813266634
"745","No",5,0,100,"unknown",1,"c#","Get a list of available domains (NT4 and Active Directory)",10,445,0.999495699065629
"1689","Yes",5,0,100,"unknown",1,"c#","LINQ to SQL Association - ""Properties do not have matching types""",10,364,0.999495642651936
"3834","Yes",5,0,100,"unknown",1,"c#","How to find Commit Charge programmatically?",10,337,0.99949562384597
"5556","Yes",5,0,100,"unknown",1,"c#","Trouble when adding a lot of Controls to a .NET Windows Form (C#)",10,324,0.999495614790996
"5824","Yes",5,0,100,"unknown",1,"c#","Storing Relational Data in XML",10,317,0.999495609915173
"3479","Yes",5,0,100,"unknown",0,"c#","Query Web Service for list of Messages?",10,8492,0.99949560467302
"2109","Yes",5,0,100,"unknown",1,"c#","How to send MMS with C#",10,296,0.999495595287422
"4177","Yes",5,0,100,"unknown",0,"c#","Asp.net c# and logging ip access on every page and frequency",10,8456,0.999495579596356
"306","No",5,0,100,"unknown",1,"c#","How can I empty the recycle bin for all users from a Windows service application in c#",10,254,0.999495566030649
"1366","Yes",5,0,100,"unknown",1,"c#","Displaying XML data in a Winforms control",10,231,0.999495550008364
"2993","No",5,0,100,"unknown",1,"c#","Scalable Moebius strip in WPF",10,224,0.999495545131915
"3294","No",5,0,100,"unknown",0,"c#","Using CreateItemFromTemplate to process an olEmbeddeditem Outlook attachment",10,8391,0.999495534315889
"275","Yes",5,0,100,"unknown",1,"c#","Capture MouseDown event for .NET TextBox",10,194,0.999495524232316
"1509","Yes",5,0,100,"unknown",1,"c#","IRAPIStream COM Interface in .NET",10,194,0.999495524232316
"6151","Yes",5,0,100,"unknown",1,"c#","Is it possible to create and then upload an Image file to a web server from silverlight?",10,33,0.999495412056348
"2087","No",5,0,100,"unknown",1,"c#","How can I export Shared Outlook Calendars?",10,0,0.99949538906068
"2582","No",5,0,100,"unknown",1,"c#","C# ODBC Dialog",10,0,0.99949538906068
"2966","Yes",5,0,100,"unknown",1,"c#","C# P/Invoke with Variants",10,0,0.99949538906068
"2978","Yes",5,0,100,"unknown",1,"c#","Generate thumbnail with white border",10,0,0.99949538906068
"2982","No",5,0,100,"unknown",1,"c#","Is it possible to base GroupTemplate (.NET) on anything but a fixed record count?",10,0,0.99949538906068
"3084","Yes",5,0,100,"unknown",1,"c#","Looking for a simple C# numeric edit control",10,0,0.99949538906068
"3205","No",5,0,100,"unknown",1,"c#","PubSub lib for c#",10,0,0.99949538906068
"3223","No",5,0,100,"unknown",1,"c#","How to convert Typed DataSet Scheme when one of the types was changed?",10,0,0.99949538906068
"3330","No",5,0,100,"unknown",1,"c#","ORA-00161: transaction branch length 103 is illegal (maximum allowed 64",10,0,0.99949538906068
"3564","Yes",5,0,100,"unknown",1,"c#","C#: Why does Settings PropertyValues have 0 items?",10,0,0.99949538906068
"4347","No",5,0,100,"unknown",1,"c#","WinForms context menu - not open in certain parts / detect underlying control",10,0,0.99949538906068
"4838","No",5,0,100,"unknown",1,"c#","Implementing Google maps in mobile",10,0,0.99949538906068
"4982","Yes",5,0,100,"unknown",1,"c#","C# Download all files in HTTP directory",10,0,0.99949538906068
"5020","No",5,0,100,"unknown",1,"c#","Checking IP Port State Remotely",10,0,0.99949538906068
"5097","No",5,0,100,"unknown",1,"c#","User Groups Management for Desktop Application",10,0,0.99949538906068
"5324","No",5,0,100,"unknown",1,"c#","2d Data Structure in C#",10,0,0.99949538906068
"5343","Yes",5,0,100,"unknown",1,"c#","How do you calculate accumulative time in C#?",10,0,0.99949538906068
"5686","Yes",5,0,100,"unknown",1,"c#","How do I ""smoothly"" format HttpHandler URI?",10,0,0.99949538906068
"5914","No",5,0,100,"unknown",1,"c#","Keep focus on an application",10,0,0.99949538906068
"6195","Yes",5,0,100,"unknown",1,"c#","Merging big files in C#",10,0,0.99949538906068
"6203","No",5,0,100,"unknown",1,"c#","Compact Framework DirectShow Based Camera with Preview",10,0,0.99949538906068
"6493","No",5,0,100,"unknown",1,"c#","Anyone have a pointer for what is needed to make an MP3 Tag applicaiton?",10,0,0.99949538906068
"6498","No",5,0,100,"unknown",1,"c#","Get Numeric Value from DataGridViewCell?",10,0,0.99949538906068
"5820","No",5,0,100,"unknown",0,"c#","Windows clipboard CRLF/LF passing wrong for one user",10,8173,0.999495382422507
"2556","No",5,0,100,"unknown",0,"c#","Publishing Website fails for some pages",10,8152,0.999495367788163
"3177","Yes",5,0,100,"unknown",0,"c#",".Net Gridview alpha sorting, it needs to be numerically sorted",10,7644,0.999495013647117
"4770","Yes",5,0,100,"unknown",0,"c#","How do you extract an RT_RCDATA section from a Win32 executable (preferably in C#)?",10,7623,0.999494999002083
"4112","No",5,0,100,"unknown",0,"c#","Why can't I open this table in SQL Server Management Studio?",10,7287,0.999494764623794
"2802","Yes",5,0,100,"unknown",0,"c#","Any way to programatically wrap a .NET WebService with a SoapExtension?",10,7104,0.999494636925602
"2785","Yes",5,0,100,"unknown",0,"c#","A snippet to monitor the last INSERT/UPDATE in an Oracle DB from C#?",10,6992,0.999494558755605
"2841","Yes",5,0,100,"unknown",0,"c#","How do I list Oracle Apps profile options in PL/SQL?",10,6910,0.999494501516337
"2508","Yes",5,0,100,"unknown",0,"c#","Implementing CollectionConstraints across NUnit versions",10,6902,0.999494495931672
"3939","No",5,0,100,"unknown",-1,"c#","Something wrong in the datetime format",10,14752,0.999494263746397
"3889","Yes",5,0,100,"unknown",0,"c#","Fastest way to find objects from a collection matched by condition on string member",10,6264,0.999494050355962
"3724","Yes",5,0,100,"unknown",0,"c#","Are properties accessed by fields still lazy-loaded?",10,5802,0.999493727452655
"6278","Yes",5,0,100,"unknown",0,"c#","Getting the GUID of a VS 2008 tool window",10,5486,0.99949350647377
"2011","Yes",5,0,100,"unknown",0,"c#","Property default values using Properties.Settings.Default",10,5363,0.999493420433773
"5506","Yes",5,0,100,"unknown",0,"c#","How can I use an event to cause a method to run?",10,5234,0.999493330181009
"3129","Yes",5,0,100,"unknown",0,"c#","Remoting facilities on Visual Studio 2008",10,5190,0.999493299393445
"2193","Yes",5,0,100,"unknown",0,"c#","Test an object for NOT being a type",10,5175,0.999493288897257
"1894","Yes",5,0,100,"unknown",0,"c#","Connecting to registry remotely, and getting exceptions",10,5133,0.999493259506775
"3873","Yes",5,0,100,"unknown",0,"c#","How can I build C# ImageList Images from smaller component images?",10,5062,0.99949320981899
"1695","No",5,0,100,"unknown",0,"c#","WebDAV query trouble - unable to read body of e-mail",10,4646,0.999492918592691
"3870","Yes",5,0,100,"unknown",0,"c#","LinkButton not firing on production server",10,4624,0.999492903186644
"5852","Yes",5,0,100,"unknown",0,"c#",".NET unable to connect to Oracle DB using Oracle proxy user",10,4491,0.999492810040125
"5886","Yes",5,0,100,"unknown",0,"c#","Defaulting to different URLs when Generating Web Service Proxy with WSDL.exe",10,4481,0.999492803035936
"2167","Yes",5,0,100,"unknown",0,"c#","Which C# project type would you use to redevelop a MFC C++ activex control?",10,4341,0.99949270496714
"1673","Yes",5,0,100,"unknown",0,"c#","How do you get the current image name from an ASP.Net website?",10,4298,0.999492674842206
"4832","Yes",5,0,100,"unknown",0,"c#","One or more files do not match the primary file of the database (error 5173)",10,3834,0.999492349659378
"2281","Yes",5,0,100,"unknown",0,"c#","Crash Instantiating System.Xml.Serialization.XmlSerializer in C#",10,3575,0.999492168055098
"4400","No",5,0,100,"unknown",0,"c#","User Defined Fields with NHibernate",10,3509,0.999492121767178
"4045","Yes",5,0,100,"unknown",0,"c#","Letting several assemblies access the same text file",10,3397,0.999492043208332
"1377","Yes",5,0,100,"unknown",0,"c#","How can you easily reorder columns in LINQ to SQL designer?",10,3394,0.99949204110391
"4147","No",5,0,100,"unknown",0,"c#","Integration Testing Http Proxy Server",10,3291,0.999491968846809
"1504","Yes",5,0,100,"unknown",0,"c#","Cannot create an environment variable in the registry",10,3114,0.999491844652841
"957","Yes",5,0,100,"unknown",0,"c#","How to get SpecUnit to run within a TeamCity CI build",10,2993,0.999491759734418
"3149","Yes",5,0,100,"unknown",0,"c#","How to set the output cache directive on custom controls with no code in front",10,2975,0.999491747100714
"4508","Yes",5,0,100,"unknown",0,"c#","Including a WebService reference in a control",10,2975,0.999491747100714
"3056","Yes",5,0,100,"unknown",0,"c#","Quick C# prototype program with simple DB",10,2915,0.999491704986098
"812","Yes",5,0,100,"unknown",0,"c#","Attaching entities to data contexts",10,2595,0.999491480315901
"1954","Yes",5,0,100,"unknown",0,"c#","Multiline ddl Custom Control",10,2486,0.999491403764955
"671","No",5,0,100,"unknown",0,"c#","How do I stop MS Graph component popping up during Interop?",10,2285,0.999491262571997
"6076","Yes",5,0,100,"unknown",0,"c#","How can a service control its own state?",10,2049,0.999491096743196
"2152","No",5,0,100,"unknown",0,"c#","NullReferenceException on instanciated object?",10,1983,0.999491050357678
"2728","No",5,0,100,"unknown",0,"c#","Passing data between a parent app and a virtual directory",10,1965,0.999491037706349
"1758","Yes",5,0,100,"unknown",0,"c#","Automatic Timeout Web Client Use",10,1942,0.999491021540305
"3761","Yes",5,0,100,"unknown",0,"c#","Get Accordian Selected Index in ASP.Net C#",10,1925,0.999491009591159
"2298","Yes",5,0,100,"unknown",0,"c#","Tools for manipulating PowerPoint files",10,1890,0.999490984989095
"3645","Yes",5,0,100,"unknown",0,"c#","List the names of all the classes within a VS2008 project",10,1816,0.999490932969388
"5202","Yes",5,0,100,"unknown",0,"c#","UI Performance with custom border",10,1632,0.999490803600057
"5306","Yes",5,0,100,"unknown",0,"c#","Best way to swap two .NET controls based on radio buttons",10,1512,0.999490719211051
"2153","Yes",5,0,100,"unknown",0,"c#","Embed a File Chooser in a UserControl / Form",10,1484,0.999490699518272
"3536","Yes",5,0,100,"unknown",0,"c#","ISS error CS0433: name collision",10,1470,0.999490689671597
"3428","Yes",5,0,100,"unknown",0,"c#","FindControl() method throws ArithmeticException?",10,1284,0.999490558833427
"1982","Yes",5,0,100,"unknown",0,"c#","How do I conditionally set a column to its default value with MySqlParameter?",10,1249,0.999490534209586
"1347","Yes",5,0,100,"unknown",0,"c#","C# console program can't send fax when run as a scheduled task",10,1203,0.999490501845015
"4081","Yes",5,0,100,"unknown",0,"c#","Repository Pattern Implementation Experience",10,1203,0.999490501845015
"985","Yes",5,0,100,"unknown",0,"c#","Debugging Web Service with SOAP Packet",10,1076,0.999490412479985
"6401","Yes",5,0,100,"unknown",0,"c#","How to decouple a middle tier and a dataset to allow for unit testing?",10,1048,0.999490392775352
"632","Yes",5,0,100,"unknown",0,"c#","Anyone know how to create Projects/Tasks for Project Server 2003 via C#?",10,829,0.999490238630691
"1598","Yes",5,0,100,"unknown",0,"c#",".NET IPC without having a service mediator",10,645,0.999490109084998
"339","Yes",5,0,100,"unknown",0,"c#","WCF Backward Compatibility Issue",10,493,0.999490002044172
"2837","No",5,0,100,"unknown",0,"c#","Getting Generated HTML in a WCF service",10,384,0.999489925270805
"6480","No",5,0,100,"unknown",0,"c#","SharpZipLib - ZipException ""End of extra data"" - Why am I getting this exception?",10,357,0.999489906251764
"1172","Yes",5,0,100,"unknown",0,"c#","How can you implement trackbacks on a custom-coded blog (written in C#)?",10,337,0.999489892163129
"2559","Yes",5,0,100,"unknown",0,"c#","UserControl Property of type Enum displays in designer as bool or not at all",10,194,0.999489791418052
"1663","Yes",5,0,100,"unknown",0,"c#","Compressing a TIF file",10,178,0.999489780144639
"2345","No",5,0,100,"unknown",0,"c#","How do I get a custom application name and starting window name in Visual C# 2008 using WPF?",10,177,0.999489779440042
"4828","Yes",5,0,100,"unknown",0,"c#","Problem accessing file from different thread in Asp.net",10,51,0.999489690653089
"1570","No",5,0,100,"unknown",0,"c#",".Net [Windows] TreeView TreeNode does not retain color change after drag and drop",10,0,0.999489654711123
"1993","No",5,0,100,"unknown",0,"c#","Display data from XMLDataSource in TextBox",10,0,0.999489654711123
"2283","No",5,0,100,"unknown",0,"c#",".NET ListView row padding",10,0,0.999489654711123
"2552","No",5,0,100,"unknown",0,"c#","Windows Form Ordering using MDILayout",10,0,0.999489654711123
"3127","Yes",5,0,100,"unknown",0,"c#","Reading files in use and system files on Windows XP & Vista using .NET",10,0,0.999489654711123
"3802","No",5,0,100,"unknown",0,"c#","Using windows authentication to log on to site using c#",10,0,0.999489654711123
"4077","No",5,0,100,"unknown",0,"c#","C#.net datagrid",10,0,0.999489654711123
"4104","No",5,0,100,"unknown",0,"c#","""Carriage Return"" gets stripped out when compresssing file",10,0,0.999489654711123
"4113","No",5,0,100,"unknown",0,"c#","Enumerating Certificate Fields in C#",10,0,0.999489654711123
"5224","No",5,0,100,"unknown",0,"c#","AJAX.NET Reorderlist Control - ""It does not a DataSource and does not implement IList.""",10,0,0.999489654711123
"5512","Yes",5,0,100,"unknown",0,"c#","What's the best ASP.NET file type for a (non-SOAP, non-WSDL) web services project?",10,0,0.999489654711123
"5514","No",5,0,100,"unknown",0,"c#","How to manipulate the LargeChange and SmallChange on a scrollbar to work",10,0,0.999489654711123
"6275","No",5,0,100,"unknown",0,"c#","AJAX.NET Subscribe to Reorderlist ItemCommand or DeleteCommand?",10,0,0.999489654711123
"6321","No",5,0,100,"unknown",0,"c#","How can we set the visibility of a button placed inside a Infragistrics Windows Grid control",10,0,0.999489654711123
"2409","Yes",5,0,100,"unknown",-1,"c#","Whats your favorite new feature in asp.net 3.5?",10,4653,0.999487161140883
"6502","Yes",5,0,100,"unknown",-1,"c#","TableLayoutPanel",10,4653,0.999487161140883
"2240","Yes",5,0,100,"unknown",-1,"c#","Difference in DataSet Initialization in C#",10,1360,0.999484823694002
"1748","Yes",5,0,100,"unknown",-1,"c#","What is the best way to set the permissions for a specific user on a specific folder on a remote machine?",10,1206,0.999484714121017
"5612","Yes",15,0,100,"unknown",144,"html","How to embed a SWF file in a html page?",100,18309,0.999456591321382
"4312","Yes",15,0,100,"unknown",145,"html","How do I make an HTML text box show a hint when empty?",100,7668,0.999454743339562
"4435","Yes",5,0,100,"unknown",174,"c++","Why is it wrong to use std::auto_ptr<> with standard containers?",10,19129,0.999436208068717
"4901","Yes",5,0,100,"unknown",106,"css","Handling a colon in an element ID in a CSS selector",10,4893,0.999400685334967
"2948","No",5,0,100,"unknown",15,"c++","Capturing cout in Visual Studio 2005 output window?",10,1265473,0.999391992343908
"3095","Yes",5,0,100,"unknown",3,"c++","Can operator>> read an int hex AND decimal?",10,1359466,0.999388458243506
"2035","Yes",5,0,100,"unknown",11,"c++","profile-guided optimization (C)",10,1277510,0.999374368904373
"3148","Yes",15,0,100,"unknown",132,"html","How do I programatically set the value of a select box element using javascript?",100,6340,0.999367312751683
"5786","Yes",15,0,1000,"unknown",1020,"c#","What is the best way to iterate over a Dictionary in C#?",100,9311,0.999358117718286
"6099","Yes",15,0,100,"unknown",124,"html","How do I force a DIV block to extend to the bottom of a page even if it has no content?",100,17211,0.99931778083573
"4785","Yes",15,5,100,"unknown",67,"html","Highlight a word with jQuery",100,9021,0.999314892914078
"3780","Yes",5,0,100,"unknown",5,"java","Appropriate design pattern for an event log parser?",10,2204759,0.99930821813653
"5197","Yes",5,0,100,"unknown",4,"java","Algorithm for merging large files",10,2204759,0.999300358283708
"6288","Yes",15,0,1000,"unknown",1011,"c#","Create Excel (.XLS and .XLSX) file from C#",100,19242,0.999299093503866
"5665","Yes",15,0,100,"unknown",123,"html","Landscape printing from HTML",100,56,0.999293491826417
"5397","Yes",5,0,100,"unknown",88,"css","Font size in CSS - % or em?",10,16440,0.999277144740638
"6068","Yes",5,0,100,"unknown",1,"java","Should I not subclass by type of object if there are many types?",10,2204759,0.999276239236121
"841","No",15,0,100,"unknown",118,"html","100% Min Height CSS layout",100,1725,0.99925415546777
"1529","Yes",15,10,1000,"unknown",406,"c#","Use of var keyword in C#",50,3394,0.999250288360874
"1730","Yes",15,0,100,"unknown",114,"html","How do you automatically set the focus to a textbox when a web page loads?",100,305,0.999218148099514
"2557","Yes",5,0,100,"unknown",11,"java","What Feed Reader libraries for Java are best?",10,2041950,0.999190620362404
"1327","Yes",5,0,100,"unknown",5,"python","Setup django with WSGI and apache",10,3431280,0.999186760720091
"4664","Yes",5,0,100,"unknown",19,"java","What’s the current state of closures in Java?",10,1961117,0.999173259520085
"1737","No",15,0,100,"unknown",101,"c++","mmap() vs. reading blocks",10,2353001,0.999171081872222
"1035","Yes",5,0,100,"unknown",2,"python","Install Python to match directory layout in OS X 10.5",10,3431280,0.999158728872
"5989","Yes",15,0,100,"unknown",106,"html","Is HTML considered a programming language?",100,0,0.999143840385828
"1970","Yes",5,0,100,"unknown",137,"c++","Is there a difference between foo(void) and foo() in C++ or C",10,1597,0.999122654825785
"6145","Yes",5,5,100,"unknown",12,"css","CSS centering tricks",10,14026,0.999107442192677
"2983","Yes",5,0,100,"unknown",1,"java","In JSTL/JSP, given a java.util.Date, how do I find the next day?",10,2041950,0.999093830151839
"3425","Yes",5,0,100,"unknown",1,"java","How to make Swing scroll with ""ensureIndexIsVisible""?",10,2007483,0.999049674455659
"5657","Yes",15,0,100,"unknown",94,"html","How to extract img src, title and alt from html using php?",100,7021,0.999029018072414
"4619","No",5,5,100,"unknown",69,"c++","What is the best way to slurp a file into a std::string in c++?",10,0,0.999011421546261
"282","Yes",5,0,100,"unknown",8,"css","How important is W3C XHTML/CSS validation when finalizing work?",10,428190,0.99898923533138
"2914","Yes",15,0,100,"unknown",106,"c++","Why does volatile exist?",10,2167252,0.998987625413727
"3332","No",5,0,100,"unknown",1,"java","Which heap size do you prefer?",10,1961117,0.998986865494853
"3158","Yes",5,5,100,"unknown",1,"css","Find style references that don't exist",10,4640,0.998976186792709
"1924","Yes",15,0,100,"unknown",10,"c#","Learning .NET",10,1384652,0.998910626808577
"2480","Yes",5,0,100,"unknown",0,"css","Alternative Style(CSS) methods in SAP Portal?",10,419788,0.998880757864418
"1210","Yes",5,0,100,"unknown",115,"c++","Which, if any, C++ compilers do tail-recursion optimization?",10,2971,0.998877314653608
"1771","Yes",15,0,1000,"unknown",1272,"java","How to efficiently iterate over each Entry in a Map?",100,4807,0.998871906257433
"6445","Yes",5,0,100,"unknown",316,"c#","What is the difference between ManualResetEvent and AutoResetEvent in .NET?",50,1455,0.99884369797303
"4548","No",15,0,100,"unknown",27,"c#","When does ++ not produce the same results as +1?",10,1199234,0.998838720227693
"4724","Yes",15,0,100,"unknown",23,"c++","C++ Thread, shared data",10,2731698,0.998813974898958
"1245","Yes",5,0,100,"unknown",8,"jquery","duplicating jQuery datepicker",10,1842864,0.99879533687105
"4888","Yes",15,0,100,"unknown",75,"html","How do I replace text inside a div element?",100,4893,0.998793091480706
"3392","Yes",5,0,100,"unknown",5,"css","What tool works for real-time tweaking of CSS in IE6, similar to what Firebug does for Firefox? ",10,315650,0.998778711725257
"5127","Yes",15,0,100,"unknown",72,"html","How to force a web browser NOT to cache images",100,7984,0.998756821065619
"1857","Yes",5,0,100,"unknown",50,"c++","What's the best tool to graphically display memory layout from a .map file?",10,445087,0.998729287625965
"2111","Yes",5,0,100,"unknown",104,"c++","How does the Comma Operator work",10,1541,0.998726321495321
"1162","Yes",5,0,100,"unknown",38,"css","Browsers' default CSS stylesheets",10,2118,0.998703140958923
"2744","No",15,0,100,"unknown",69,"html","JavaScript to scroll long page to DIV",100,0,0.998699742229341
"3071","Yes",15,0,100,"unknown",67,"html","Is there an easy way to change the color of a bullet in a list?",100,7072,0.998682961488842
"6208","Yes",5,5,100,"unknown",39,"c++","What does the comma operator do?",10,20630,0.998651739246848
"2037","Yes",5,0,100,"unknown",31,"css","CSS: Textbox to Fill Parent Container",10,1968,0.998596197997327
"5610","Yes",5,5,100,"unknown",36,"c++","How can I avoid the Diamond of Death when using multiple inheritance?",10,9825,0.998584343246607
"3015","Yes",5,0,100,"unknown",93,"c++","How to display a dynamically allocated array in the Visual Studio debugger?",10,9530,0.998573706246459
"130","Yes",5,0,100,"unknown",29,"css","How can I make the browser see CSS and Javascript changes?",10,486,0.998561202099563
"690","Yes",15,0,100,"unknown",154,"c#",".NET: What are attributes?",10,1595,0.99855490432655
"1522","Yes",5,5,100,"unknown",35,"c++","How to wrap a function with variable length arguments?",10,123,0.998548977228236
"1399","Yes",5,0,100,"unknown",27,"css","On the web, what fonts should I use to create an equivalent experience cross-platform?",10,3654,0.99853476523734
"681","Yes",15,0,100,"unknown",151,"c#","Is there an easy way to create ordinals in C#?",10,383,0.998502623729141
"3901","Yes",15,0,100,"unknown",55,"html","How do I escape a string inside JavaScript code inside an onClick handler?",100,10861,0.998499747075976
"5186","No",5,0,100,"unknown",0,"jquery","Best way to register js for modularity in User Control",10,1748529,0.998498166432932
"1829","Yes",5,0,100,"unknown",35,"c++","What is a jump table?",10,445087,0.998494799383005
"1270","Yes",15,0,100,"unknown",150,"c#","What is the difference between the | and || or operators?",10,3238,0.998491577734597
"5557","Yes",15,0,100,"unknown",148,"c#","Why should you remove unnecessary C# using directives?",10,15328,0.998482655110068
"568","No",5,0,100,"unknown",24,"css","Are there any tools for merging CSS?",10,2007,0.998480845764616
"2177","Yes",5,0,100,"unknown",87,"c++","Unicode Processing in C++",10,5694,0.99846565357404
"4550","Yes",5,0,100,"unknown",22,"css","How to set the background-position to an absolute distance, starting from right?",10,6476,0.99845570884485
"3573","No",5,0,100,"unknown",21,"css","Reference app relative virtual paths in .css file",10,10834,0.998447539550814
"1517","Yes",5,0,100,"unknown",22,"css","Getting image to stretch a div",10,2592,0.998447412172246
"4100","Yes",5,0,100,"unknown",21,"css","CSS Margin Collapsing",10,1368,0.998427133869911
"6416","No",15,0,100,"unknown",51,"html","Setting the character encoding in form submit for Internet Explorer",100,1431,0.998409902867815
"6191","Yes",5,0,100,"unknown",18,"css","Is there a way to update VS' CSS validation to 3.0?",10,1228,0.998372646554666
"1503","Yes",5,0,100,"unknown",18,"css","Styling HTML helpers ASP.NET MVC",10,230,0.998370404696579
"6373","Yes",5,0,100,"unknown",15,"css","Could I get in legal trouble for copying a website's stylesheet?",10,20900,0.998361664995557
"2792","Yes",5,0,100,"unknown",16,"css","What Safari-specific pure CSS hacks are out there?",10,8970,0.998353174072336
"573","Yes",5,0,100,"unknown",17,"css","Tool for generating CSS skeleton?",10,744,0.99835307531246
"4457","Yes",5,0,100,"unknown",80,"c++","Best introduction to C++ template metaprogramming?",10,10559,0.998350608646143
"4754","Yes",5,0,100,"unknown",14,"css","How can I apply my CSS stylesheet to an RSS feed",10,18511,0.998337599326679
"400","Yes",5,0,100,"unknown",80,"c++","How to overload std::swap()",10,1366,0.998329560178105
"5395","Yes",5,0,100,"unknown",13,"css","What is the difference between overflow:hidden and display:none",10,21067,0.998324647186231
"6029","No",5,5,100,"unknown",20,"c++","What do you use for fixed point representation in C++?",10,18623,0.998324575871616
"5449","Yes",15,5,100,"unknown",82,"c#","What strategies and tools are useful for finding memory leaks in .NET?",10,11898,0.998324345566463
"2628","Yes",15,0,100,"unknown",140,"c#","Null or default comparison of generic argument in C#",10,8739,0.998324098067165
"4706","No",5,0,100,"unknown",13,"css","Which browsers support page break manipulation using CSS and the page-break-inside element?",10,20762,0.998323942211344
"4837","Yes",5,0,100,"unknown",14,"css","How to change CSS class of a HTML page element using ASP.NET?",10,11256,0.998320879710104
"4235","Yes",5,0,100,"unknown",14,"css","Where do you put your CSS Margins?",10,3488,0.998302791710994
"2112","Yes",15,0,100,"unknown",60,"c++","Are C++ Reads and Writes of an int atomic",10,2167252,0.998298238506297
"6284","Yes",5,0,100,"unknown",9,"java","How to get JRE/JDK with matching source?",10,1505846,0.998265157859846
"6054","Yes",5,0,100,"unknown",12,"css","How do I get a floating footer to stick to the bottom of the viewport in IE 6?",10,2484,0.998261640582167
"831","Yes",5,0,100,"unknown",12,"css","SPAN Height in Firefox",10,1693,0.998259742996079
"1038","Yes",15,0,100,"unknown",43,"html","How to submit a form when the return key is pressed?",100,184,0.998256649243464
"538","No",5,0,100,"unknown",12,"css","CSS Drop-Down Menus - ""Best""? Most feature-rich?",10,192,0.998256136453884
"3459","Yes",5,0,100,"unknown",10,"css","Is there a JavaScript PNG fix for IE6 that allows CSS background positioning?",10,13281,0.99824823895452
"852","Yes",15,0,100,"unknown",137,"c#","How costly is .NET reflection?",10,392,0.998246308426782
"4504","No",5,0,100,"unknown",9,"css","What's the relationship between margin, padding and width in different browsers?",10,20228,0.998245251239119
"2175","Yes",5,0,100,"unknown",11,"css","CSS not being applied on non authenticated ASP.NET page",10,1075,0.998238490794999
"4576","Yes",5,0,100,"unknown",21,"c++","Test Automation with Embedded Hardware",10,445087,0.998237125220142
"2126","Yes",5,0,100,"unknown",11,"css","Is there a ClientScriptManager.RegisterClientScriptInclude equivalent for CSS",10,247,0.998236477990175
"4696","Yes",5,0,100,"unknown",8,"css","IIS CSS Caching",10,18926,0.998222145971091
"3697","Yes",5,0,100,"unknown",10,"css","Apply inline CSS to an ASP.NET server control",10,2470,0.998221922948111
"1977","Yes",5,0,100,"unknown",10,"css","Is there a way of selecting the last item of a list with CSS?",10,131,0.998216177659075
"6576","Yes",5,0,100,"unknown",9,"css","What's the CSS Filter alternative for Firefox?",10,7831,0.998214990126373
"5859","Yes",5,0,100,"unknown",74,"c++","Getting a boost::shared_ptr for this",10,1031,0.998211700642605
"4749","Yes",5,0,100,"unknown",7,"css","CSS to make a table column take up as much room as possible, and other cols as little",10,20851,0.99820673597419
"613","Yes",5,0,100,"unknown",9,"css","The best way of checking for -moz-border-radius support",10,2114,0.998200859947426
"1909","Yes",5,0,100,"unknown",9,"css","CSS2 Attribute Selectors with Regex",10,1968,0.998200497634403
