AcceptedAnswerId,AnswerCount,CommentCount,CommunityOwnedDate,CreationDate,_FavoriteCount,_Id,_Important,_LastActivityDate,_LastEditDate,_LastEditorDisplayName,_LastEditorUserId,_OwnerUserId,_PostTypeId,Score,Tags,_Title,ViewCount
Yes,9,0,,5/19/10,100,11491,unknown,2014-04-14T17:47:47.870,2014-04-14T17:47:47.870,,3204551,1366,1,362.78,c++,String To Lower/Upper in C++,10
Yes,1,0,,5/19/10,100,11516,unknown,2012-08-11T15:49:40.103,,,0,317,1,15032.76,c#,Variable Bindings in WPF,10
Yes,8,0,,7/27/09,100,11532,unknown,2015-10-19T12:12:27.550,2012-06-19T22:15:13.033,Stacey Richards,419,1142,1,26.1,php,How can I find unused functions in a PHP project,10
Yes,4,0,,3/31/09,100,11561,unknown,2014-04-14T17:23:31.683,2013-10-08T08:24:23.197,Chris Fournier,391445,1310,1,55.99,java,"What is the difference between an endpoint, a service, and a port when working with webservices?",10
Yes,4,0,,6/11/12,100,11562,unknown,2015-08-31T17:13:17.170,2013-03-22T18:30:07.997,Brian R. Bondy,140719,1366,1,917.46,c++,How to overload std::swap(),10
Yes,8,0,,9/1/10,100,11585,unknown,2012-11-02T09:38:05.570,2010-06-01T05:55:58.433,GateKiller,30674,383,1,8039.6,c#,Clearing Page Cache in ASP.NET,50
Yes,15,0,,8/9/12,100,11632,unknown,2015-02-11T01:21:02.683,,,0,337,1,679.95,c#,What are the most important functional differences between C# and VB.NET?,10
Yes,26,0,,5/7/10,100,11635,unknown,2016-01-12T09:19:06.447,2013-07-26T15:20:11.047,warren,1009479,1366,1,2365.78,c++,Case insensitive string comparison in C++,100
Yes,1,0,,5/7/10,100,11686,unknown,2013-07-04T12:21:31.540,2013-07-04T12:21:31.540,,207421,1343,1,3947.72,mysql,Is there any kind of non text interface to MySQL?,10
Yes,7,0,,8/25/11,100,11762,unknown,2015-04-15T20:12:47.603,2013-02-20T02:14:28.090,,76337,369,1,818.61,c#,CryptographicException: Padding is invalid and cannot be removed,10
Yes,7,0,,9/21/10,100,11767,unknown,2016-02-05T17:29:38.003,2012-07-29T18:19:19.010,,163454,234,1,784.8,c#,Browse for a directory in C#,50
Yes,4,0,,9/21/10,100,11804,unknown,2013-04-11T08:24:05.390,2008-08-23T19:09:16.730,Chris Fournier,2134,493,1,145.16,c#,Returning Large Results Via a Webservice,10
Yes,5,0,,6/30/12,100,11806,unknown,2009-09-30T18:35:51.107,2009-03-10T02:24:30.793,Rich B,5640,889,1,273.7,c#,How do you impersonate an Active Directory user in Powershell?,10
Yes,3,0,,1/17/11,100,11809,unknown,2016-01-14T19:36:30.407,2015-04-29T13:52:03.417,Armentia,362,362,1,214.2,html,How to create an all browser-compatible hanging indent style in CSS in a span,10
Yes,10,0,,10/10/10,100,11854,unknown,2010-01-18T21:29:48.753,2008-09-21T07:38:09.493,Jason Etheridge,2193,1256,1,34.08,c++,Inheritance and Polymorphism - Ease of use vs Purity,10
Yes,7,0,,6/9/11,100,11919,unknown,2014-12-22T20:25:27.637,2014-12-22T20:25:27.637,,1438393,1392,1,153.94,mysql,How do I get PHP and MySQL working on IIS 7.0?,10
Yes,14,0,,6/9/11,100,11930,unknown,2014-07-09T06:09:09.890,2014-07-09T06:09:09.890,,3302887,338,1,105.3,java,How can I determine the IP of my router/gateway in Java?,10
Yes,4,0,,6/9/11,100,11974,unknown,2013-04-03T07:47:51.953,2008-09-17T07:59:41.543,Stu Thompson,2961,1396,1,134.89,html,What is the best way to upload a file via an HTTP POST with a web form?,10
Yes,4,0,,6/26/12,100,12045,unknown,2014-05-04T21:53:27.193,2014-05-04T21:53:27.193,Chris Fournier,1537726,276,1,296.46,c#,Unit testing a timer based application?,10
Yes,7,0,,3/16/10,100,12051,unknown,2016-01-24T07:34:21.750,2015-04-30T14:46:44.887,,63550,493,1,388.7,c#,Calling the base constructor in C#,100
Yes,7,0,,11/13/10,100,12088,unknown,2014-06-25T13:09:33.270,2008-08-15T11:49:17.573,cringe,834,834,1,47.12,java,Do you obfuscate your commercial Java code?,10
Yes,3,0,,11/14/09,100,12135,unknown,2011-03-30T11:36:50.220,2009-04-25T11:23:24.013,Keith,49246,905,1,58.92,c#,"FileNotFoundException for mscorlib.XmlSerializers.DLL, which doesn't exist",10
Yes,15,0,,11/14/09,100,12144,unknown,2015-12-14T10:59:23.073,2015-12-14T10:59:23.073,Chris,1030,1030,1,765.12,java,Application configuration files,10
Yes,5,0,,9/12/11,100,12306,unknown,2015-10-05T20:59:46.227,2013-04-11T08:13:15.997,,815073,767,1,91.36,c#,Can I serialize a C# Type object?,10
Yes,6,0,,11/23/09,100,12319,unknown,2013-12-27T11:46:16.403,2008-10-02T12:42:08.927,Vincent Robert,268,268,1,9796.8,c++,_wfopen equivalent under Mac OS X,10
Yes,7,0,,7/10/10,100,12332,unknown,2015-04-13T14:59:01.107,2008-10-16T12:35:21.623,Prakash,123,0,1,98.31,c++,"In a C/C++ program how does the system (windows, linux, mac OS X) call the main() function",10
Yes,4,0,,3/6/09,100,12348,unknown,2015-02-18T19:22:36.557,2012-04-25T16:41:03.067,,1332690,1418,1,1585.48,php,"PHP / cURL on Windows install: ""The specified module could not be found.""",10
Yes,12,0,,2/17/11,100,12576,unknown,2014-06-06T04:53:01.900,,,0,115,1,727.25,php,PHP performance,10
No,3,0,,2/17/11,100,12591,unknown,2012-04-19T15:16:54.247,,,0,207,1,12.28,python,Using an XML catalog with Python's lxml?,10
Yes,2,0,,11/19/11,100,12592,unknown,2015-11-18T18:31:29.057,2013-07-04T12:10:40.310,,1584286,742,1,1290.36,python,Can you check that an exception is thrown with doctest in Python?,10
Yes,3,0,,6/3/11,100,12594,unknown,2012-04-25T17:02:11.517,2012-04-25T17:02:11.517,,1332690,179,1,49.13,c++,Windows/C++: How do I determine the share name associated with a shared drive?,10
Yes,3,0,,5/25/10,100,12613,unknown,2012-09-21T21:58:36.923,2008-08-15T22:23:31.007,Cristian,680,680,1,41.96,mysql,Specify a Port Number in Emacs sql-mysql,10
Yes,12,0,,5/25/10,100,12633,unknown,2015-10-30T15:25:37.430,,,0,1467,1,2016,c++,What is the easiest way to parse an INI File in C++?,50
Yes,4,0,,5/30/09,100,12656,unknown,2011-08-30T09:03:23.973,2008-08-16T11:35:43.547,Jeff Atwood,1,1344,1,3629.4,mysql,PHP + MYSQLI: Variable parameter/result binding with prepared statements,10
Yes,9,0,,8/30/12,100,12661,unknown,2016-01-15T14:44:12.163,2010-01-16T16:31:00.733,,63550,1477,1,730.14,php,Efficient JPEG Image Resizing in PHP,50
Yes,3,0,,12/16/11,100,12671,unknown,2010-04-27T09:49:14.357,2008-09-19T22:35:29.463,Shog9,811,1373,1,649,c#,How can I pass data from an aspx page to an ascx modal popup?,10
Yes,7,0,,12/9/09,100,12702,unknown,2015-07-25T21:52:42.773,2015-07-25T21:48:51.883,Chris Fournier,63550,940,1,71.91,c#,Returning DataTables in WCF/.NET,10
Yes,5,0,,7/3/12,100,12716,unknown,2015-07-22T09:24:37.570,2013-02-06T00:25:04.213,,2548,814,1,9603.51,c#,Problems with #import of .NET out-of-proc server,10
Yes,3,0,,12/24/10,100,12765,unknown,2009-12-06T12:06:11.217,2009-12-06T12:06:11.217,Niyaz,1701,0,1,273.96,php,Strange characters in PHP,10
Yes,4,0,,5/17/11,100,12768,unknown,2011-09-09T02:34:43.847,2011-09-09T02:34:43.847,,540162,1469,1,629.95,html,How is the HTML on this site so clean?,10
Yes,5,0,,1/11/12,100,12794,unknown,2012-04-25T17:02:35.110,2012-04-25T17:02:35.110,aardvark,1332690,311,1,115.99,html,How do I add a pre tag inside a code tag with jQuery?,10
Yes,4,0,,10/3/11,100,12836,unknown,2012-08-11T16:08:55.237,2012-08-11T16:08:32.270,Chris Fournier,1477076,489,1,1266.72,c#,C# Database Access: DBNull vs null,10
Yes,15,0,,10/3/11,100,12870,unknown,2008-09-23T20:45:58.413,2008-09-23T20:45:58.413,Bruce the Hoon,172,172,1,4016.1,java,Arrays of Arrays in Java,10
Yes,7,0,,3/5/10,100,12877,unknown,2014-07-24T13:12:26.917,2014-07-24T13:12:26.917,Tim Trueman,3793867,484,1,2.88,java,Oracle SQL Developer not responsive when trying to view tables (or suggest an Oracle Mac client),10
Yes,8,0,,3/5/10,100,12890,unknown,2014-01-15T08:01:49.050,2014-01-15T08:01:49.050,,2967572,1430,1,138.18,mysql,What is a good way to denormalize a mysql database?,10
Yes,12,0,,11/5/11,100,12896,unknown,2015-10-23T21:47:40.823,2013-06-07T14:50:02.870,,1339820,314,1,589.44,php,parsing raw email in php,10
Yes,8,0,,11/5/11,100,12927,unknown,2015-08-20T22:20:12.353,2011-10-17T11:59:28.930,bruceatk,496830,791,1,15725.25,java,"If you have a Java application that is consuming CPU when it isn't doing anything, how do you determine what it is doing?",10
Yes,10,0,,1/5/09,100,12936,unknown,2012-04-13T10:09:13.420,2011-03-30T17:10:16.327,Patrick McElhaney,168868,40,1,725.82,php,Compiled PHP?,10
Yes,9,0,,11/25/10,100,13000,unknown,2013-02-17T07:06:20.333,2013-02-17T07:06:20.333,,1968705,103,1,615.44,php,How to setup site-wide variables in php?,10
Yes,5,0,,4/8/11,100,13060,unknown,2012-10-25T07:41:48.603,2012-10-25T07:41:48.603,,862948,905,1,687.57,c#,"What do ref, val and out mean on method parameters?",10
No,1,0,,4/8/11,100,13087,unknown,2013-01-28T06:44:18.300,2008-09-17T07:59:10.220,Stu Thompson,2961,1521,1,52.82,c#,How do I convert a date to a HTTP-formatted date in .Net / C#,10
Yes,8,0,,4/8/11,100,13109,unknown,2016-02-24T11:55:27.073,2016-02-01T14:34:16.457,Chris Fournier,5718610,1532,1,45.29,php,PHP: Access Array Value on the Fly,10
Yes,6,0,,4/8/11,100,13128,unknown,2014-12-28T11:43:54.630,2008-09-10T18:13:50.973,,-1,1536,1,78.6,c++,How to combine several C/C++ libraries into one?,10
Yes,3,0,,3/31/10,100,13170,unknown,2012-08-11T15:40:55.323,2012-08-11T15:40:55.323,Rob,1477076,1185,1,6027.12,c#,A ThreadStateException occures when trying to restart a thread,10
Yes,2,0,,3/10/12,100,13217,unknown,2012-08-11T16:04:03.773,2008-08-17T01:56:20.733,Ryan Fox,55,1478,1,194.11,c#,How do I update my UI from within HttpWebRequest.BeginGetRequestStream in Silverlight,10
Yes,4,0,,2/20/09,100,13225,unknown,2013-06-11T14:23:30.093,2013-06-11T14:18:45.163,,2156756,1557,1,238.21,java,How can I refactor HTML markup out of my property files?,10
Yes,13,0,,2/20/09,100,13293,unknown,2015-12-14T11:44:07.980,2012-07-21T10:13:16.177,Oli,782535,1384652,1,472.85,php,How can I determine CodeIgniter speed?,10
Yes,5,0,,10/1/09,100,13353,unknown,2008-10-22T20:18:13.150,2008-08-18T21:16:28.410,user2189331,0,143,1,581.4,c#,Override tab behavior in WinForms,10
Yes,6,0,,11/1/12,100,13362,unknown,2015-08-18T06:37:34.533,2009-08-18T22:10:12.437,,1892,1384,1,4883.56,html,Scrolling Overflowed DIVs with JavaScript,10
Yes,6,0,,7/21/11,100,13396,unknown,2011-06-25T12:18:42.583,2008-09-12T05:14:06.150,,-1,1266,1,2798.1,python,Replacement for for... if array iteration,10
No,5,0,,11/23/10,100,13454,unknown,2015-05-30T19:17:17.387,2015-05-30T19:17:17.387,,205212,0,1,1573,python,Python version of PHP's stripslashes,10
Yes,6,0,,2/6/10,100,13473,unknown,2016-03-04T15:51:10.533,2016-03-04T15:51:10.533,Ed,996815,522,1,744.24,c++,How does one rank an array (sort) by value? *With a twist*,10
No,1,0,,1/4/11,100,13524,unknown,2014-02-20T08:13:17.730,2014-02-20T08:13:17.730,,3240038,1463,1,198.22,c#,GridView delete not working,10
No,13,0,,1/4/11,1000,13569,unknown,2013-03-04T12:41:59.047,2009-03-06T16:52:02.097,Iraimbilanja,0,137,1,83.84,mysql,mysqli or PDO - what are the pros and cons?,50
No,7,0,,8/2/09,100,13594,unknown,2009-12-17T21:51:34.217,2008-08-23T16:19:42.037,Gaius,1190,1536,1,194.68,html,HTML differences between browsers,10
Yes,6,0,,6/5/10,100,13599,unknown,2014-07-15T12:53:26.737,2014-07-15T12:53:26.737,,2771704,1154,1,482.58,c#,Convert enums to human readable values,10
Yes,9,0,,8/2/09,100,13607,unknown,2010-08-02T23:01:55.860,2010-08-02T23:01:55.860,thing2k,572,3180,1,300.98,c++,GUI system development resources?,10
Yes,7,0,,12/28/10,100,13615,unknown,2016-02-16T13:17:43.680,2013-12-06T13:09:22.877,Jedi Master Spooky,588306,1154,1,2170.84,c#,Validate Enum Values,10
Yes,11,5,,10/10/12,100,13620,unknown,2015-10-30T08:46:34.840,,,0,314,1,391.58,php,Speed difference in using inline strings vs concatenation in php5?,10
Yes,5,0,,4/2/11,100,13647,unknown,2010-03-31T18:39:05.007,2010-03-31T18:39:05.007,John,63550,33,1,147.84,c#,Is there an easy way to convert C# classes to PHP?,10
Yes,5,0,,11/25/09,100,13698,unknown,2011-03-31T03:28:56.323,2011-03-31T03:28:56.323,,168868,1622,1,379.5,php,php Zend / MVC without mod_rewrite,10
No,0,0,,11/25/09,100,13731,unknown,2011-01-03T02:10:09.283,,,0,1632,1,185.38,c#,Differences Between C# and VB.net,10
No,17,5,,4/11/12,100,13751,unknown,2016-02-25T10:16:33.990,2014-04-01T07:15:52.397,cynicalman,1199132,0,1,2550.14,java,How can I permanently have line numbers in IntelliJ?,100
Yes,7,0,,2/16/10,100,13763,unknown,2016-02-08T11:48:13.467,2016-02-08T11:48:13.467,Niyaz,92701,184,1,721.24,html,How can I remove a child node in HTML using JavaScript?,50
Yes,9,0,2008-12-15T21:26:29.263,9/24/10,100,13765,unknown,2008-12-15T21:26:29.280,2008-12-15T21:26:29.280,,1358,1358,1,1362.53,c#,Open Source C# Opportunities,10
Yes,5,0,,2/21/09,100,13791,unknown,2011-07-09T08:13:24.200,2011-07-09T08:13:24.200,eplawless,153545,1370,1,191.49,python,Python Regular Expressions to implement string unescaping,10
Yes,3,0,,2/21/09,100,13806,unknown,2012-09-01T22:47:10.643,2012-09-01T22:47:10.643,Dustin,1561378,1646,1,2856.81,c++,Any windows apis to get file handles besides createfile and openfile?,10
Yes,7,0,,11/11/12,100,13851,unknown,2013-06-01T02:18:37.873,2013-06-01T02:18:37.873,Chris,2156756,1144,1,1912.96,html,IE7: header above menu,10
Yes,10,0,,11/11/12,100,13857,unknown,2015-12-19T10:43:31.323,2014-02-23T22:43:02.420,knowncitizen,1217270,1649,1,181.72,python,Can you explain closures (as they relate to Python)?,10
No,7,0,,11/11/12,100,13863,unknown,2015-04-17T16:27:49.970,2015-04-17T16:27:49.970,Vaibhav,660990,1651,1,371.76,java,Parsing search queries in Java,10
Yes,4,0,,10/27/11,100,13941,unknown,2011-11-29T22:51:21.410,2011-11-29T22:51:21.410,,4160,1615,1,191.88,python,"Python Sound (""Bell"")",10
Yes,8,0,,12/16/09,100,13963,unknown,2015-12-29T02:45:57.650,2015-11-20T11:36:42.473,Jeff Atwood,3218692,61,1,765.02,c#,Best method of Textfile Parsing in C#?,10
Yes,13,0,,5/7/10,100,14008,unknown,2015-12-17T17:16:41.760,2010-05-17T03:14:49.027,eed3si9n,164901,877,1,51.84,c#,Genetic Programming in C#,10
Yes,3,0,,1/8/11,100,14029,unknown,2011-10-26T21:08:40.890,2011-10-26T21:08:40.890,Matt Hamilton,63550,369,1,1835.28,c#,"Disabling a ListView in C#, but still showing the current selection",10
Yes,1,0,,7/9/12,100,14126,unknown,2009-07-11T19:17:49.180,2009-07-11T19:17:49.180,,95735,1630,1,8.32,c++,How to create a C++ Boost undirected graph and traverse it in depth first search (DFS) order?,10
Yes,6,0,,7/9/12,100,14165,unknown,2011-08-19T17:39:24.230,2008-08-18T05:33:47.410,Ash,1630,1630,1,252.72,c++,Strange C++ errors with code that has min()/max() calls,10
Yes,1,0,,7/9/12,100,14271,unknown,2009-01-15T05:29:05.007,2009-01-15T05:29:05.007,Kent Fredric,15614,1630,1,324.9,c++,Boost warnings with VC++ 9,10
Yes,4,0,,3/9/09,100,14281,unknown,2014-09-02T15:44:08.707,2014-09-02T15:44:08.707,,1812471,1448,1,807.66,python,Is there a python module for regex matching in zip files,10
Yes,4,0,,12/30/11,100,14359,unknown,2009-04-25T12:12:01.637,2009-04-25T11:26:13.367,,49246,1111,1,6922.54,c#,.Net Dynamic Plugin Loading with Authority,10
No,4,0,,12/30/11,100,14375,unknown,2015-11-25T12:54:19.620,2015-11-25T12:53:23.737,,168175,1407,1,10520.58,c#,"LINQ, entity that implements Interface and exception in mapping",10
Yes,4,0,,12/30/11,100,14389,unknown,2012-03-29T18:10:10.003,2012-03-29T18:10:10.003,,471272,745,1,813.42,python,Regex and unicode,10
Yes,4,0,,3/29/09,100,14397,unknown,2013-11-26T04:29:07.617,2009-07-21T18:47:50.057,basszero,123582,1720,1,215.46,java,When should a multi-module project to split into separate repository trees?,10
Yes,9,0,,2/13/11,100,14422,unknown,2013-08-20T12:56:44.553,2013-08-20T12:56:44.553,,1228,745,1,136.5,python,Why is the PyObjC documentation so bad?,10
Yes,3,0,,1/28/11,100,14453,unknown,2014-10-14T14:53:02.130,,,0,1727,1,284.8,c#,Does anyone have .Net Excel IO component benchmarks?,10
Yes,9,0,,1/28/11,100,14464,unknown,2016-01-18T14:03:14.493,2015-12-17T06:53:34.677,,15168,1006,1,107.64,c#,Bit fields in C#,50
Yes,5,0,,9/8/12,100,14491,unknown,2016-01-05T15:38:04.167,2008-09-16T11:11:48.923,ChrisN,3853,1743,1,87.71,c++,How can an MFC application terminate itself?,10
Yes,5,0,,9/8/12,100,14505,unknown,2012-06-18T22:03:05.387,2011-03-15T20:08:42.830,Oli,77914,194,1,210.6,c#,Alpha blending colors in .NET Compact Framework 2.0,10
No,6,0,,5/18/09,100,14545,unknown,2011-09-01T00:26:20.517,,,0,14446,1,11801.16,html,How should I handle autolinking in wiki page content?,10
Yes,14,0,,7/29/12,100,14617,unknown,2015-11-12T09:20:49.087,2012-04-26T20:40:22.533,,81179,1769,1,5695.36,java,Java: What is the best way to SFTP a file from a server,100
Yes,10,0,,7/29/12,100,14731,unknown,2016-01-30T00:12:31.550,2012-02-29T19:35:42.270,,1027198,1469,1,815.68,c#,UrlEncode through a console application?,10
No,2,0,,4/22/12,100,14756,unknown,2011-11-21T03:51:50.250,2011-11-21T03:51:50.250,Ryan,3043,1545,1,960.8,c#,Printers not available unless shared,10
Yes,8,0,,7/16/12,100,14775,unknown,2009-04-03T13:57:04.527,2009-01-27T08:12:00.970,Unsliced,2902,1632,1,88.74,c#,Interview question on C# and VB.net similarities/differences,10
Yes,2,0,,9/22/12,100,14791,unknown,2013-07-15T20:53:54.753,2013-07-15T20:53:54.753,Patrick McElhaney,730,730,1,719.55,html,"Is ""include file"" in shtml the best method to keep non-database changing data",10
Yes,2,0,,5/20/10,100,14801,unknown,2015-12-18T01:49:16.537,2015-12-18T01:49:16.537,,1997093,1793,1,289.44,java,How can I override an EJB 3 session bean method with a generic argument - if possible at all?,10
Yes,3,0,,5/20/10,100,14873,unknown,2014-05-13T16:25:29.957,,,0,1339,1,40.14,mysql,How do I display database query statistics on Wordpress site?,10
Yes,8,0,,12/2/09,100,14884,unknown,2012-07-03T15:05:38.677,2008-09-26T18:27:48.070,Hank Gay,4203,58,1,543.9,php,Find the best combination from a given set of multiple sets,10
Yes,4,0,,6/1/10,100,14909,unknown,2012-06-07T02:43:19.060,2012-06-07T02:43:19.060,,1324019,619,1,4291.63,html,Tree-Based (vs. HTML-Based) Web Framework?,10
Yes,3,0,,9/25/10,100,14934,unknown,2014-09-23T07:59:14.257,2013-06-28T21:52:21.560,,77567,1144,1,2507.62,c#,Parameter Binding: What happens under the hood?,10
Yes,10,0,,11/19/12,100,14943,unknown,2014-02-11T19:59:08.163,2014-02-11T19:59:08.163,CodingTheWheel,5640,1375,1,223.72,c#,How to Disable Alt + F4 closing form?,10
Yes,26,0,,12/14/10,1000,14967,unknown,2013-06-20T18:03:38.817,2011-12-13T13:37:11.567,Chris Fournier,300311,1816,1,1690.2,c#,Are there any suggestions for developing a C# coding standards / best practices document?,50
Yes,3,0,,10/25/12,100,15007,unknown,2016-01-22T08:55:44.200,2015-10-08T07:28:20.387,,67579,0,1,214,html,Executing JavaScript to Render HTML for Server-Side Caching,10
No,2,0,,6/17/10,100,15023,unknown,2015-01-01T22:53:30.643,2015-01-01T22:53:30.643,,3576214,0,1,1025.28,c#,How to get list of installed BitmapEncoders/Decoders (the WPF world)?,10
Yes,3,0,,6/17/10,100,15066,unknown,2012-09-30T09:32:51.730,2008-08-18T21:15:25.370,user2189331,0,271,1,279.48,c#,Cycle Button Background Images in C#,10
Yes,1,0,,6/29/12,100,15102,unknown,2010-07-31T18:29:44.870,2010-07-31T18:29:44.870,Chris,149573,805,1,7635.08,c#,Office VSTO Word 2003 project keeps trying to autoconvert to 2007,10
Yes,47,0,2008-10-17T22:48:11.603,2/1/09,1000,15142,unknown,2014-02-18T18:11:30.803,2008-10-27T14:46:03.313,ScottCher,24179,1463,1,52.36,c#,What are the pros and cons to keeping SQL in Stored Procs versus Code,10
Yes,7,0,,8/25/11,100,15204,unknown,2010-04-23T14:36:23.697,2008-08-19T00:27:28.480,user2189331,0,1224,1,4744.88,c#,What is the best way to iterate through a strongly-typed generic List<T>?,10
Yes,3,0,,6/20/09,100,15219,unknown,2010-04-21T09:07:05.480,,,0,810,1,461.16,c#,UltraWebGrid: How to use a drop-down list in a column,10
Yes,13,0,,5/3/10,100,15240,unknown,2016-01-30T19:20:59.977,2016-01-30T19:20:59.977,hyperlogic,4370109,1841,1,717.36,c++,How do you create a debug only function that takes a variable argument list? Like printf(),10
Yes,7,0,,4/7/09,100,15254,unknown,2015-03-13T06:52:31.727,2012-09-01T23:25:54.560,Lance Fisher,1561378,1739,1,1457.28,c++,Can placement new for arrays be used in a portable way?,10
Yes,3,0,,9/2/11,100,15272,unknown,2010-04-23T15:32:59.280,2008-08-25T12:52:04.093,Chris Fournier,2134,163,1,1079.7,c#,Aging Data Structure in C#,10
Yes,5,0,,4/14/11,100,15305,unknown,2010-02-27T04:46:12.523,,,0,1849,1,6515.28,java,JNI and Java: ant calling make or make calling ant?,10
No,6,0,,2/13/11,100,15326,unknown,2013-06-01T02:25:34.540,2012-06-21T20:56:57.907,mk,102937,1797,1,905.88,html,IE7 HTML/CSS margin-bottom bug,10
Yes,2,0,,2/13/11,100,15366,unknown,2013-01-23T07:35:44.300,2013-01-23T07:35:44.300,,811,305,1,163.83,php,Only accepting certain ajax requests from authenticated users,10
No,4,0,,7/30/11,100,15398,unknown,2014-06-10T14:08:56.760,2014-06-10T14:08:56.760,CodingTheWheel,650492,0,1,460,c++,DLL plugin that creates a parented window doesn't handle messages correctly,10
No,7,0,,8/10/10,100,15399,unknown,2009-01-05T20:48:00.657,2008-08-19T00:06:14.060,Squirrel,0,0,1,873.62,mysql,SQL With A Safety Net,10
Yes,11,0,,8/10/10,100,15481,unknown,2015-03-17T10:50:50.143,2015-03-17T10:50:50.143,Joel Spolsky,895245,1870,1,536.36,java,Java Coding standard / best practices - naming convention for break/continue labels,10
Yes,13,0,,4/6/09,100,15486,unknown,2015-09-20T12:41:19.657,,,0,493,1,644,c#,Sorting an IList in C#,50
No,100,0,2008-09-19T13:02:49.560,10/26/10,2000,15496,unknown,2012-06-05T18:13:34.450,2012-05-06T16:51:11.700,jelovirt,50776,486,1,259.76,java,Hidden Features of Java,100
No,13,0,2009-03-03T19:34:54.807,10/26/10,100,15635,unknown,2014-09-14T04:29:36.033,2008-08-25T05:12:29.300,Chris Fournier,2134,1881,1,12039.2,c++,Using Visual Studio to develop for C++ for Unix,10
Yes,7,0,,5/26/12,100,15649,unknown,2013-11-26T04:36:57.437,2011-09-21T00:34:50.587,Chris Fournier,1288,1659,1,2573.61,java,Can you really build a fast word processor with GoF Design Patterns?,10
Yes,10,0,,5/26/12,100,15690,unknown,2012-04-06T09:29:00.963,2012-04-06T09:29:00.963,,307,1650,1,240.59,java,How do you begin designing a large system?,10
Yes,5,0,,5/26/12,100,15695,unknown,2013-08-09T13:34:32.737,2013-08-09T13:34:32.737,... -.-. -.. ..-.,1228,1666,1,27.75,java,Good Stripes tutorials / examples?,10
Yes,3,0,,9/10/12,100,15716,unknown,2012-08-11T15:55:28.710,2012-08-11T15:55:28.710,Vaibhav,1477076,788,1,3551.36,c#,Design problems with .Net UserControl,10
Yes,8,0,,9/10/12,100,15731,unknown,2014-08-30T21:08:48.793,2014-08-30T21:08:48.793,,3366929,26,1,58.86,html,Looking for a specific FireFox extension / program for Form posting,10
Yes,10,0,,9/10/12,100,15732,unknown,2014-11-07T05:20:04.237,2009-01-28T17:38:12.760,Eddie,57752,1650,1,6299.91,java,What's the best way to validate an XML file against an XSD file?,100
Yes,9,0,,9/10/12,100,15734,unknown,2014-05-13T12:35:27.193,2010-11-13T15:19:35.493,,172322,1890,1,2774.75,c#,Google Analytics Access with C#,10
Yes,8,0,,3/16/11,100,15744,unknown,2013-10-30T13:52:28.793,2008-08-19T06:09:23.513,Vaibhav,380,1888,1,104.78,c#,How do you use #define?,10
Yes,7,0,,6/18/11,100,15774,unknown,2009-03-23T09:20:14.177,2009-03-23T09:20:14.193,moocha,14444,1888,1,270.94,c#,How do I automate repetitive tasks post-build?,10
Yes,1,0,,1/11/11,100,15798,unknown,2013-07-04T12:26:04.030,2013-07-04T12:26:04.030,Paul,1584286,446497,1,16.68,python,How do I validate xml against a DTD file in Python,10
No,8,0,,1/11/11,100,15822,unknown,2012-09-01T22:51:14.573,2012-09-01T22:51:14.573,,1561378,1006,1,62.1,c#,What tools (free or otherwise) do you find useful for developing and debugging C#/C++?,10
Yes,32,0,,1/11/11,1000,15828,unknown,2012-12-23T06:43:09.213,2008-09-26T18:42:01.077,Chris,2134,838,1,123.12,c#,Reading Excel files from C#,100
Yes,12,0,,1/11/11,100,15851,unknown,2013-12-02T12:41:25.173,2013-12-02T12:41:25.173,,2432317,1870,1,68.88,java,Refactoring away labeled loops,10
No,8,0,,3/5/09,100,15857,unknown,2011-12-01T03:19:04.057,2008-08-25T13:45:42.747,Dan,392,192,1,440.1,css,"CSS Drop-Down Menus - ""Best""? Most feature-rich?",10
Yes,7,0,,3/5/09,100,15880,unknown,2016-03-02T21:24:53.680,2008-08-21T18:18:36.057,,39,39,1,88.56,c#,Read from .msg files,10
Yes,4,0,,12/14/09,100,15899,unknown,2015-12-22T07:17:18.563,2013-07-29T22:35:22.703,,1137432,86,1,595.7,java,insert/replace XML tag in XmlDocument,10
Yes,4,0,,12/14/09,100,15949,unknown,2011-06-25T03:23:56.830,2011-06-25T03:23:56.830,,236247,22,1,199.36,java,"Java+Tomcat, Dying database connection?",10
No,3,0,,2/2/09,100,15954,unknown,2013-10-07T12:03:53.310,2013-10-07T12:03:53.310,,2642204,1658,1,3157.8,c#,How would a sdbm hash function be implemented in C#?,10
No,24,0,,2/2/09,100,15995,unknown,2016-01-06T04:10:35.707,2015-06-08T11:13:54.290,Chris Fournier,2396502,1448,1,3821.16,python,Useful code which uses reduce() in python,50
Yes,7,0,,8/26/09,100,16067,unknown,2014-11-14T01:47:04.183,2011-11-25T12:00:02.597,Brendan,667301,199,1,168.48,python,Prototyping with Python code before compiling,10
Yes,15,0,,3/6/12,100,16100,unknown,2016-03-02T12:36:49.843,2015-08-30T12:36:22.130,Keith,63550,203,1,1679.58,c#,How do I convert a string to an enum in C#?,100
Yes,2,0,,11/19/09,100,16110,unknown,2013-01-23T06:31:26.887,2013-01-23T06:31:26.887,novokia,1410342,1629,1,5116.66,c#,C# Auto Clearing Winform Textbox,10
